,scr_sum,scl_pct_95,scl_iqr,scl_pct_5,scr_lineintegral,scr_iqr,scr_svd_entropy,scl_perm_entropy,scl_std,scl_n_below_mean,scl_sum,scr_n_below_mean,scl_rms,scl_skewness,scr_rms,scl_kurtosis,scr_n_above_mean,scl_ptp,scr_energy,scr_n_sign_changes,scl_peaks,scl_iqr_5_95,scr_peaks,scl_n_sign_changes,scr_pct_5,scr_min,scl_n_above_mean,scr_entropy,scr_skewness,scr_ptp,scr_iqr_5_95,scr_perm_entropy,scr_kurtosis,scr_pct_95,scr_mean,scl_mean,scr_std,scl_svd_entropy,scr_max,scl_lineintegral,scl_min,scl_energy,scl_max,scl_entropy
0,-0.0226083561108942 +/- 0.004700127376345715,0.021944552909019893 +/- 0.004866985224797471,0.0020304568527918622 +/- 0.001966369123313411,-0.055368996485747765 +/- 0.007486081362906908,0.0014057008980866536 +/- 0.0035281083945572934,-0.006598984771573624 +/- 0.0017060564056972565,0.006442795782897276 +/- 0.001148413992179051,0.004021866458414658 +/- 0.0016934985116908506,-0.008941819601718104 +/- 0.000845623109242777,0.0 +/- 0.0,-0.02210074189769623 +/- 0.0024584265894099563,0.0 +/- 0.0,-0.02401405700898087 +/- 0.001051379306351939,-0.0027723545490043245 +/- 0.0015952126681620827,-0.005076142131979727 +/- 0.0016474051628058532,-0.0014057008980867037 +/- 0.001212352572921531,0.00011714174150720958 +/- 0.0009572550310137611,-0.01397891448652872 +/- 0.001559936302650395,0.002420929324482607 +/- 0.0004876999608276771,0.0 +/- 0.0,0.0 +/- 0.0,0.0067942210074189435 +/- 0.002414623168096881,0.0 +/- 0.0,0.0 +/- 0.0,-0.0004295197188598443 +/- 0.0011377432475075061,-3.904724716907726e-05 +/- 0.00011714174150723178,0.0010152284263959198 +/- 0.002147243589983203,3.904724716907171e-05 +/- 0.00011714174150721511,-0.03237016790316286 +/- 0.0029964787259585453,-0.0005076142131979821 +/- 0.001283817432469631,-3.904724716907726e-05 +/- 0.00011714174150723178,-0.03670441233893011 +/- 0.001967919276587911,-0.008590394377196425 +/- 0.002572380959312854,0.01659508004685667 +/- 0.0011746668454893647,-0.057985162046075775 +/- 0.0012861904796564337,0.003006638032018727 +/- 0.0017897956480071588,-0.0023428348301445133 +/- 0.0005522114651984036,0.0007418976962123902 +/- 0.004869021063421892,0.007848496680983974 +/- 0.0018924827514334446,-0.025966419367434636 +/- 0.0012129812235071554,-0.009839906286606814 +/- 0.0026298255744603943,0.02159312768449822 +/- 0.001666270073670599,-0.061928934010152294 +/- 0.004001914244535384,-0.0043342444357673095 +/- 0.0015268422331914944
