,scl_mean,scl_max,scr_lineintegral,scl_ptp,scl_min,scl_lineintegral,scl_std,scr_sum,scr_mean,scl_iqr,scl_energy,scr_n_sign_changes,scr_max,scr_std,scr_ptp,scl_n_below_mean,scl_n_above_mean,scr_kurtosis,scl_skewness,scl_entropy,scr_pct_5,scr_min,scl_n_sign_changes,scl_peaks,scr_peaks,scr_n_below_mean,scr_n_above_mean,scr_energy,scr_skewness,scr_pct_95,scr_iqr_5_95,scr_iqr,scl_kurtosis,scr_entropy,scl_iqr_5_95,scr_rms,scr_perm_entropy,scl_perm_entropy,scl_sum,scl_pct_5,scr_svd_entropy,scl_svd_entropy,scl_pct_95,scl_rms
0,0.027502001601280957 +/- 0.0031574586127639877,0.026541232986389073 +/- 0.0028422738190552327,0.017053642914331424 +/- 0.004051747295077658,0.015092073658927108 +/- 0.004675528088878889,0.006845476381104843 +/- 0.0024900434811984183,0.005844675740592442 +/- 0.0016231493140683125,0.00484387510008003 +/- 0.002633912594010554,0.004523618895116044 +/- 0.002727177154563837,0.004523618895116044 +/- 0.002727177154563837,0.00336269015212165 +/- 0.0017003010873975469,0.0032425940752601524 +/- 0.0010659349043790536,0.002962369895916683 +/- 0.001862242329801907,0.002522017614091221 +/- 0.0013988314819580294,0.0024819855884707365 +/- 0.0046264276103102145,0.0023618895116092387 +/- 0.0012201561772720462,0.002041633306645274 +/- 0.0009031636647460564,0.002041633306645274 +/- 0.0009031636647460564,0.0010808646917533804 +/- 0.0006467371665893986,0.0006805444355484025 +/- 0.0009311211649009727,0.00032025620496394235 +/- 0.0004311581110596362,0.00024019215372296233 +/- 0.0003668995752566843,0.00020016012810247785 +/- 0.00020016012810247785,0.00012009607686147561 +/- 0.0002563300335241505,0.0 +/- 0.0,-0.00020016012810252225 +/- 0.0004102061955948947,-0.00020016012810254448 +/- 0.0011498323952238035,-0.00020016012810254448 +/- 0.0011498323952238035,-0.0006805444355485246 +/- 0.0004403522818254684,-0.0009207365892714648 +/- 0.0016315199257257722,-0.0009207365892714758 +/- 0.0010749176606963799,-0.0011208967173739648 +/- 0.0011712360959429825,-0.0016413130504404072 +/- 0.0012461475113109263,-0.0017614091273018828 +/- 0.002854370451557373,-0.0022417934347478408 +/- 0.0023218574859888027,-0.003642914331465219 +/- 0.0022177164106428247,-0.0045636509207366395 +/- 0.0022446510438552747,-0.007325860688550878 +/- 0.004055107854971172,-0.008406725380304302 +/- 0.0020568827187614435,-0.019055244195356324 +/- 0.0016525033979623823,-0.03214571657325867 +/- 0.0023482801242694115,-0.032866293034427604 +/- 0.0034224455462756563,-0.03462770216172943 +/- 0.003188771348443184,-0.044355484387510045 +/- 0.0030790847915179217,-0.05620496397117699 +/- 0.0023965779899272656
