,scr_svd_entropy,scr_sum,scr_std,scl_svd_entropy,scl_max,scl_kurtosis,scr_lineintegral,scr_energy,scr_entropy,scr_mean,scl_pct_95,scr_min,scr_perm_entropy,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_peaks,scl_n_above_mean,scl_perm_entropy,scl_n_below_mean,scl_skewness,scr_pct_5,scr_iqr,scl_mean,scr_pct_95,scr_iqr_5_95,scr_kurtosis,scr_n_above_mean,scr_max,scl_entropy,scr_skewness,scr_rms,scr_ptp,scr_n_below_mean,scl_min,scl_energy,scl_std,scl_rms,scl_sum,scl_iqr_5_95,scl_lineintegral,scl_iqr,scl_pct_5,scl_ptp
0,-0.002979437683592168 +/- 0.001754974709721045,0.0019303399076793571 +/- 0.0026883117713885096,0.0006714225765840909 +/- 0.0019430695598472785,-0.003063365505665161 +/- 0.0013143482806014337,0.012505245488879524 +/- 0.003479716733802424,0.00020981955518249994 +/- 0.00139494503890849,0.00419639110365082 +/- 0.0025178346621905104,0.007553503986571519 +/- 0.0009193832270334322,-0.000251783466219091 +/- 0.0008223213572079529,0.0027276542173730323 +/- 0.0032410160494586106,0.0012589173310952107 +/- 0.003325491020756842,-5.551115123125783e-17 +/- 0.0008802424239782936,-0.0015526647083508593 +/- 0.0015019328718567672,0.00012589173310950663 +/- 0.00019230279878116417,-0.000251783466219091 +/- 0.0009232060428032041,0.0 +/- 0.0,8.392782207300442e-05 +/- 0.00016785564414600884,0.003650860260176214 +/- 0.0010114956603603986,-0.0007973143096936975 +/- 0.0007839505535992214,0.0032312211498111477 +/- 0.001078888806729537,0.0005874947545110754 +/- 0.0011446228868641191,-0.0014267729752413306 +/- 0.0013816263225475468,0.003357112882920643 +/- 0.0025317839914390794,-0.038522870331514934 +/- 0.0014633315798709848,0.006630297943768304 +/- 0.0011228777306134831,-0.001678556441460377 +/- 0.0017403643603296315,0.0014687368862777773 +/- 0.0009615139939059662,-0.0003357112882921398 +/- 0.0012420183455265333,-0.004951741502308049 +/- 0.0023574606639006515,-0.002308015107007999 +/- 0.0024558749288123498,-8.392782207304883e-05 +/- 0.0016339003217735529,-0.0044062106588334425 +/- 0.0026290314910074643,0.0011749895090222063 +/- 0.0016122008151320747,0.001174989509022195 +/- 0.001256116621661426,-0.019345362987830517 +/- 0.0020164521656288697,-0.01309274024339071 +/- 0.002312207690131074,0.005329416701636547 +/- 0.0015252020012913301,-0.031095258078052922 +/- 0.002247714937615136,-0.01938732689886702 +/- 0.002820024778247831,-0.001678556441460388 +/- 0.0020728642946249974,-0.0031472933277381875 +/- 0.0011453918643689644,-0.00046160302140165756 +/- 0.0018809009509874013,-0.02689886697440206 +/- 0.0024858083457188107,0.0046579941250524115 +/- 0.0019087814377749294
