,scr_sum,scl_pct_95,scl_iqr,scl_pct_5,scr_lineintegral,scr_iqr,scr_svd_entropy,scl_perm_entropy,scl_std,scl_n_below_mean,scl_sum,scr_n_below_mean,scl_rms,scl_skewness,scr_rms,scl_kurtosis,scr_n_above_mean,scl_ptp,scr_energy,scr_n_sign_changes,scl_peaks,scl_iqr_5_95,scr_peaks,scl_n_sign_changes,scr_pct_5,scr_min,scl_n_above_mean,scr_entropy,scr_skewness,scr_ptp,scr_iqr_5_95,scr_perm_entropy,scr_kurtosis,scr_pct_95,scr_mean,scl_mean,scr_std,scl_svd_entropy,scr_max,scl_lineintegral,scl_min,scl_energy,scl_max,scl_entropy
0,-0.010413153456998303 +/- 0.005608984196187173,-0.006450252951096113 +/- 0.002633135998250779,-0.029426644182124807 +/- 0.0021314038212081952,-0.023650927487352435 +/- 0.004242956710986542,-0.016568296795952786 +/- 0.003670697226145059,-0.001981450252951089 +/- 0.000844223625400545,0.008558178752107948 +/- 0.0018952585828827006,-0.001433389544688035 +/- 0.0005059021922428224,-0.1142495784148398 +/- 0.006071411813623839,-0.002866779089376037 +/- 0.002420354147454856,-0.0027403035413153475 +/- 0.0018303788656064265,-0.0022344013490725122 +/- 0.0011781777919461951,4.21585160202298e-05 +/- 0.003432490348960341,-0.0004637436762225944 +/- 0.0009878056082512788,-0.0020657672849915486 +/- 0.0007410790822616762,0.0013069139966273013 +/- 0.0013523621359481962,-0.0029510961214165078 +/- 0.0009426930765176212,0.022428330522765594 +/- 0.002434996471870769,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.04068296795952783 +/- 0.003991723605248798,0.0 +/- 0.0,0.0 +/- 0.0,-0.009232715008431692 +/- 0.0018128161888701557,0.0 +/- 0.0,-0.000927487352445211 +/- 0.0006745362563237752,-0.0005059021922428575 +/- 0.0004540611135863896,-0.017158516020236093 +/- 0.0026599985757752532,0.01901349072512649 +/- 0.002432440427782735,0.042200674536256325 +/- 0.002169832922842811,0.009569983136593596 +/- 0.00215008431703205,0.0021500843170320417 +/- 0.0013783965197531024,-0.028246205733558172 +/- 0.0015547292508082439,-0.002360876897133213 +/- 0.0011804384485666064,-0.1305649241146712 +/- 0.0036022718933446884,0.005775716694772337 +/- 0.006713801586022334,0.03688870151770657 +/- 0.0031842938618518676,0.007546374367622266 +/- 0.0016158320317653286,0.023145025295109634 +/- 0.0015936811274397844,0.1360876897133221 +/- 0.005904600809447417,-0.021669477234401335 +/- 0.0013621833407591489,-0.021585160202360863 +/- 0.0026179046705328943,0.005817875210792589 +/- 0.0014083720985236096
