,scr_svd_entropy,scr_sum,scr_std,scl_svd_entropy,scl_max,scl_kurtosis,scr_lineintegral,scr_energy,scr_entropy,scr_mean,scl_pct_95,scr_min,scr_perm_entropy,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_peaks,scl_n_above_mean,scl_perm_entropy,scl_n_below_mean,scl_skewness,scr_pct_5,scr_iqr,scl_mean,scr_pct_95,scr_iqr_5_95,scr_kurtosis,scr_n_above_mean,scr_max,scl_entropy,scr_skewness,scr_rms,scr_ptp,scr_n_below_mean,scl_min,scl_energy,scl_std,scl_rms,scl_sum,scl_iqr_5_95,scl_lineintegral,scl_iqr,scl_pct_5,scl_ptp
0,0.002234401349072446 +/- 0.0016333364778929375,0.004089376053962856 +/- 0.0013204434876362512,0.0013912310286677497 +/- 0.0009051817265422986,-0.0016863406408094916 +/- 0.0022466968962013795,-0.011762225969645934 +/- 0.002094815893558981,-0.0015177065767285724 +/- 0.0008883350550466034,0.01441821247892069 +/- 0.0017155978034886971,-0.0001686340640809969 +/- 0.001036105036040852,-0.0005059021922428797 +/- 0.00036752942188371835,0.0025295109612140988 +/- 0.0012072361773420139,-0.013322091062394648 +/- 0.0016884472508010872,0.00042158516020233126 +/- 0.00032655846089438013,0.0018128161888700922 +/- 0.0012079720726723693,8.43170320404596e-05 +/- 0.0001686340640809192,-0.0002951096121416974 +/- 0.0003794266441821471,0.0 +/- 0.0,0.0 +/- 0.0,0.0004637436762225611 +/- 0.0007646862203717082,-0.0034991568296796395 +/- 0.00103352872446301,0.0007588532883642029 +/- 0.0012334518413429755,0.00025295109612136766 +/- 0.0010361050360408722,-0.0003372681281619272 +/- 0.0007253225351638148,-0.004215851602023668 +/- 0.001192422902506836,-0.027698145025295173 +/- 0.0022706969661880658,0.005311973018549676 +/- 0.0012953028242611462,0.0031197301854974046 +/- 0.0012247756362844767,0.0020657672849915152 +/- 0.0006914510736448673,-0.0020657672849916154 +/- 0.001271063527123207,0.0016863406408093805 +/- 0.0015316949514826961,-0.009232715008431758 +/- 0.0018896235102036083,-0.0007588532883642917 +/- 0.000725322535163829,0.0010961214165260858 +/- 0.0016884472508010675,0.004215851602023568 +/- 0.0015432550773796904,-0.0010961214165261745 +/- 0.0010361050360408657,-0.028920741989882003 +/- 0.0018588033461254996,-0.013617200674536289 +/- 0.0016549566969975254,-0.022301854974704948 +/- 0.0012427827127304814,-0.03128161888701523 +/- 0.0011894381095839774,-0.020025295109612196 +/- 0.0014875445838429294,-0.002740303541315403 +/- 0.002727300841422585,0.011129848229342276 +/- 0.002067057448926007,-0.016652613827993323 +/- 0.0026073602185609284,-0.026138279932546426 +/- 0.0016544196349366394,-0.0011804384485666563 +/- 0.0015864154909128873
