,scl_mean,scl_max,scr_lineintegral,scl_ptp,scl_min,scl_lineintegral,scl_std,scr_sum,scr_mean,scl_iqr,scl_energy,scr_n_sign_changes,scr_max,scr_std,scr_ptp,scl_n_below_mean,scl_n_above_mean,scr_kurtosis,scl_skewness,scl_entropy,scr_pct_5,scr_min,scl_n_sign_changes,scl_peaks,scr_peaks,scr_n_below_mean,scr_n_above_mean,scr_energy,scr_skewness,scr_pct_95,scr_iqr_5_95,scr_iqr,scl_kurtosis,scr_entropy,scl_iqr_5_95,scr_rms,scr_perm_entropy,scl_perm_entropy,scl_sum,scl_pct_5,scr_svd_entropy,scl_svd_entropy,scl_pct_95,scl_rms
0,0.051889475822836297 +/- 0.00392301203342944,0.0393742381145876 +/- 0.003873882447855364,0.09215765948801305 +/- 0.0041270910769913354,0.015278342137342592 +/- 0.003052684269970404,0.0013409183258838331 +/- 0.0022333857917369144,-0.0091426249492076 +/- 0.001864294148225019,1.1102230246251566e-17 +/- 0.00018172027448192137,-0.0021535960991466373 +/- 0.001974405625884835,-0.0021535960991466373 +/- 0.001974405625884835,0.0030069077610727747 +/- 0.0020893880751210667,0.00044697277529466285 +/- 0.00042423025229220514,-0.0049167005282405255 +/- 0.0016500561157453786,-0.004185290532303909 +/- 0.0014314437183103412,0.041446566436408 +/- 0.0034526852151561217,-0.004225924420967054 +/- 0.0014673279224110484,1.1102230246251566e-17 +/- 0.00018172027448192137,1.1102230246251566e-17 +/- 0.00018172027448192137,0.0021535960991467483 +/- 0.000813692986367343,-0.00048760666395770703 +/- 0.0013695489269689347,0.011052417716375506 +/- 0.0013574395033311773,-4.0633888663133e-05 +/- 0.00021882018720580795,0.0 +/- 0.0,-0.0072734660707029055 +/- 0.0009520824472864449,0.0 +/- 0.0,0.0007314099959366716 +/- 0.0008287719648261431,0.0 +/- 0.0,0.0 +/- 0.0,8.126777732631041e-05 +/- 0.00016253555465262084,-0.0017066233238520524 +/- 0.0009752133279154585,-0.0011783827712311679 +/- 0.0010190927431112855,-0.0010971149939048796 +/- 0.0010603810118406966,-0.0026818366517675106 +/- 0.001047062066373411,0.004347826086956563 +/- 0.001625863390795825,-0.003210077204388417 +/- 0.0011413711422339097,-0.004266558309630175 +/- 0.0012881647691302316,-0.005323039414871977 +/- 0.0013034550940548885,0.0043071921982934195 +/- 0.002033319139081151,0.0044290938642828626 +/- 0.002420702317530499,-0.004997968305566802 +/- 0.0022333857917368944,0.016903697683868412 +/- 0.005043187804664836,0.024420967086550227 +/- 0.0034260416900822833,0.13986184477854535 +/- 0.00641140444479999,0.042177976432344624 +/- 0.004817472681114627,-0.0008533116619259928 +/- 0.0024207023175305212
