,bvp_n_below_mean,bvp_perm_entropy,bvp_n_above_mean,bvp_svd_entropy,bvp_peaks,scl_pct_95,bvp_energy,hrv_max,scl_svd_entropy,scl_max,bvp_std,hrv_skewness,hrv_lineintegral,scr_rms,scr_pct_95,hrv_svd_entropy,hrv_pct_95,scr_max,scr_ptp,hrv_energy,bvp_min,bvp_skewness,hrv_entropy,bvp_kurtosis,scr_kurtosis,bvp_sum,scl_perm_entropy,scl_n_sign_changes,scl_kurtosis,bvp_lineintegral,hrv_n_sign_changes,scl_peaks,bvp_entropy,scr_peaks,scr_n_sign_changes,scr_perm_entropy,scr_mean,scr_min,scl_std,bvp_iqr_5_95,scr_entropy,bvp_rms,hrv_perm_entropy,scr_skewness,hrv_peaks,scl_min,scr_n_above_mean,hrv_kurtosis,scl_n_below_mean,bvp_mean,scr_n_below_mean,hrv_n_above_mean,bvp_max,scl_n_above_mean,hrv_iqr,bvp_pct_95,scl_rms,scr_svd_entropy,scl_skewness,scl_lineintegral,hrv_n_below_mean,scr_pct_5,scr_std,scr_iqr,hrv_iqr_5_95,scr_lineintegral,scr_sum,hrv_mean,scr_iqr_5_95,scl_mean,bvp_pct_5,hrv_std,hrv_ptp,scl_iqr_5_95,scl_ptp,bvp_n_sign_changes,scr_energy,scl_sum,bvp_ptp,scl_energy,scl_iqr,scl_pct_5,bvp_iqr,hrv_sum,scl_entropy,hrv_rms,hrv_pct_5,hrv_min
0,-0.0029603315571344103 +/- 0.0020121545847207227,0.008200118413262281 +/- 0.002250825566047415,0.002989934872705735 +/- 0.0021529162623536474,-0.0060982830076968695 +/- 0.001982317234195756,-0.0108940201302546 +/- 0.003986677529788623,0.014091178211959755 +/- 0.0013707326113428242,-0.007400828892835998 +/- 0.0012629206043636356,-0.023268206039076388 +/- 0.0032863680488757624,-0.0037892243931320403 +/- 0.0016095058873970389,0.010242747187684998 +/- 0.002030364499642653,-0.00248667850799289 +/- 0.0008900708335330389,0.0018354055654233425 +/- 0.0009435984280940812,0.011752516281823566 +/- 0.002532943824823238,-0.0029899348727057463 +/- 0.0015464722186629956,-0.003966844286560111 +/- 0.002346704698946885,0.004558910597986976 +/- 0.0018065300535692666,-0.03206039076376556 +/- 0.003987227044950613,-0.0029899348727057463 +/- 0.001340020165512876,0.0005920663114268754 +/- 0.0017261550902443262,-0.008792184724689178 +/- 0.0009551371110066071,-0.008940201302545903 +/- 0.001620359050728709,-0.011930136175251637 +/- 0.0022702095405610166,0.003907637655417384 +/- 0.00129580039243573,0.0031675547661338065 +/- 0.0011845026064974838,-0.001568975725281252 +/- 0.0008885927187568617,-0.0002664298401421239 +/- 0.000279277120546406,0.0007992895204262717 +/- 0.00047825619956789285,-0.0015689757252812186 +/- 0.0004196994339478293,-0.0002072232089994186 +/- 0.0005928059323416563,-0.008792184724689168 +/- 0.0008786750787244378,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00014801657785670219 +/- 0.00035647112429816933,0.0014209591474245054 +/- 0.0011060711481509602,0.0002664298401420795 +/- 0.0002792771205463542,0.000858496151568977 +/- 0.0015966591545484804,-0.0006808762581409278 +/- 0.0018865001736358513,-0.0003552397868561541 +/- 0.00029005207137753264,-0.006631142687981073 +/- 0.0015279440971656404,-0.002161042036708127 +/- 0.0008482266892773349,-0.0007400828892835998 +/- 0.0006519453980327243,5.9206631142671995e-05 +/- 0.0007582148297730045,0.0015985790408525658 +/- 0.0017271701771243162,-0.0023090586145648297 +/- 0.001219139152277919,-0.000355239786856143 +/- 0.00041444641799883087,0.002427471876850196 +/- 0.00047365304914148275,0.0006216696269982335 +/- 0.000427970168584985,-0.004973357015985791 +/- 0.0013092566244817226,5.92066311426942e-05 +/- 0.0001776198934280826,-0.003315571343990531 +/- 0.002125674727177757,-0.000799289520426294 +/- 0.00029750963946478435,0.0032859680284191618 +/- 0.0016873889875666217,-0.0033747779751332253 +/- 0.002331719202784501,0.002249851983422135 +/- 0.0018306246102712067,-0.0018058022498519954 +/- 0.00120939598672677,-0.001628182356423924 +/- 0.0009384764644255171,0.004410894020130252 +/- 0.0018883574225952548,0.0002368265245707435 +/- 0.00041444641799881504,0.0005328596802841923 +/- 0.0006853663056714213,-0.004766133806986395 +/- 0.0011874583256442572,-0.003996447602131447 +/- 0.000947768537216234,0.00633510953226758 +/- 0.0016493058942787552,0.010005920663114265 +/- 0.001984967982740101,0.008614564831261074 +/- 0.0016717356901711855,-0.00988750740082891 +/- 0.001383460206695993,-0.0031083481349911237 +/- 0.001351740681685107,0.001598579040852577 +/- 0.0011013070004581534,0.0006216696269982335 +/- 0.0015856437822193209,-2.9603315571369303e-05 +/- 0.0014038964714481058,0.008111308466548228 +/- 0.0014209591474245028,0.007223208999407915 +/- 0.0008182519219115187,0.003759621077560682 +/- 0.000898400882504042,-0.004174067495559508 +/- 0.0020097577350495885,0.0009473060982829962 +/- 0.0013998330867421005,-0.002989934872705757 +/- 0.0013465441581461202,0.0002664298401420795 +/- 0.001410124969072189,0.006542332741266999 +/- 0.0010792022577595156,-0.002841918294849033 +/- 0.001522197765800159,0.0019242155121373394 +/- 0.002251604129047539,-0.004884547069271761 +/- 0.002470591342061157,-0.015156897572528139 +/- 0.0015141162643628587,-0.0009473060982830072 +/- 0.001348820100638809,-0.006779159265837775 +/- 0.002217088732190955,0.0005328596802841812 +/- 0.0011295905286168703,-0.005654233274126707 +/- 0.0015350967628731905
