,hrv_sum,hrv_mean,bvp_rms,bvp_std,hrv_max,hrv_rms,hrv_n_below_mean,hrv_n_above_mean,hrv_min,hrv_energy,hrv_std,scr_std,hrv_iqr_5_95,scr_lineintegral,scl_std,hrv_ptp,scl_svd_entropy,hrv_lineintegral,bvp_energy,scl_ptp,bvp_perm_entropy,scr_sum,scr_mean,bvp_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_skewness,bvp_lineintegral,scl_min,scr_rms,hrv_skewness,bvp_iqr,scr_svd_entropy,bvp_kurtosis,hrv_kurtosis,scl_iqr_5_95,hrv_perm_entropy,scr_perm_entropy,scr_pct_95,scl_perm_entropy,scr_iqr_5_95,hrv_entropy,hrv_svd_entropy,scr_entropy,scl_kurtosis,scl_rms,scr_pct_5,scl_lineintegral,scl_max,scl_pct_95,scr_kurtosis,scr_skewness,scl_peaks,scr_energy,scr_n_sign_changes,scl_energy,scl_n_sign_changes,scl_n_above_mean,scl_n_below_mean,bvp_entropy,hrv_n_sign_changes,scr_min,scl_sum,scl_mean,scr_max,bvp_sum,bvp_mean,scr_n_below_mean,scr_n_above_mean,scr_ptp,bvp_max,scl_skewness,bvp_n_sign_changes,scl_iqr,scr_peaks,scr_iqr,bvp_pct_95,bvp_ptp,scl_entropy,hrv_peaks,scl_pct_5,hrv_iqr,bvp_pct_5,bvp_iqr_5_95,bvp_peaks,bvp_min,hrv_pct_5,hrv_pct_95
0,0.21223042836041356 +/- 0.006425253398070978,0.21223042836041356 +/- 0.006425253398070978,0.27474150664697194 +/- 0.006777964147568677,0.13559822747415065 +/- 0.00674181474769674,0.1406203840472673 +/- 0.006047116540755909,0.18050221565731164 +/- 0.006481781246503468,0.10121122599704577 +/- 0.003625863750089542,0.05276218611521414 +/- 0.0032340164687513218,0.10026587887740028 +/- 0.004129981002611852,0.03184638109305756 +/- 0.00495885028262506,0.039290989660265875 +/- 0.003289668752041391,0.05161004431314618 +/- 0.003018647314038736,0.040236336779911376 +/- 0.003600744221020404,0.05926144756277696 +/- 0.0021105549305160368,0.05760709010339733 +/- 0.005003004580210722,0.03940915805022156 +/- 0.004443508579489088,-0.0002954209748892156 +/- 0.0017675953089100755,0.009630723781388429 +/- 0.0029812645935699375,0.028626292466765114 +/- 0.004430231280672258,0.025612998522895104 +/- 0.0028521514370073225,0.0061447562776956845 +/- 0.0028050995498893135,0.013116691285081205 +/- 0.002482942557099073,0.013116691285081205 +/- 0.002482942557099073,0.01279172821270308 +/- 0.00523662323458703,0.03716395864106351 +/- 0.0030638445287950954,0.03716395864106351 +/- 0.0030638445287950954,0.01893648449039883 +/- 0.002656982810256695,0.023013293943870007 +/- 0.0034234434933849245,-0.01418020679468246 +/- 0.0022921317271811783,0.008124076809453429 +/- 0.0019828448088094236,-0.006706056129985249 +/- 0.0023524489278131445,0.0 +/- 0.0,0.015686853766617416 +/- 0.002476783801326259,0.007296898079763625 +/- 0.001955365523589108,0.0009748892171344114 +/- 0.001569071991124305,0.002304283604135882 +/- 0.0034573090312148224,0.0002954209748892156 +/- 0.0009618210101092834,0.0029246676514032345 +/- 0.0013631045193570773,0.0016248153618906858 +/- 0.0005644009800455746,0.009896602658788722 +/- 0.0014121617019458856,0.001683899556868529 +/- 0.0005766387384325859,0.00322008862629245 +/- 0.0016042746212567673,0.0006794682422451958 +/- 0.002008210859599084,0.004785819793205292 +/- 0.0017862589610435327,0.002895125553914313 +/- 0.0010469746024619946,-0.016425406203840497 +/- 0.002051847013788508,0.0001477104874446078 +/- 0.0003027164184921579,0.0011816838995568624 +/- 0.001919099765897977,0.008389955686853722 +/- 0.001247782102330444,-0.008360413589364901 +/- 0.001447562776957173,0.0018906942392909799 +/- 0.001083031183445983,-2.954209748892156e-05 +/- 0.0004661664353931881,0.00023633677991137249 +/- 0.000525151811953651,-0.0007976366322008821 +/- 0.0005766387384325859,0.0004431314623338234 +/- 0.0011384253393203895,-0.005051698670605587 +/- 0.0008906832160520683,-0.00023633677991137249 +/- 0.00039192021156341303,8.862629246676468e-05 +/- 0.0002307311573384524,8.862629246676468e-05 +/- 0.0002307311573384524,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.01559822747415065 +/- 0.0027133737082907345,0.01559822747415065 +/- 0.0027133737082907345,0.002688330871491862 +/- 0.0022862224418251998,-0.00011816838995568624 +/- 0.0008058009865279636,-0.0001477104874446078 +/- 0.0008277060990323088,-0.0005022156573116666 +/- 0.0008149550501703781,-0.0005022156573116666 +/- 0.0008149550501703781,0.0024224519940915677 +/- 0.0020416132990453066,0.0013884785819793133 +/- 0.0007120809922123419,0.004076809453471175 +/- 0.0015732380449860297,0.030339734121122564 +/- 0.00418216363111068,-0.0015952732644017643 +/- 0.001074942711885386,-0.0006203840472673528 +/- 0.0005358451151319634,-0.00017725258493352935 +/- 0.0012407680945347055,0.007474150664697155 +/- 0.002414693776888548,0.0016543574593796072 +/- 0.002454662106687253,0.005228951255539116 +/- 0.0016766279023530443,0.011580502215657252 +/- 0.0012795514226119707,0.03385524372230427 +/- 0.004197057757206065,0.005169867060561273 +/- 0.001603186239434572,0.026351550960118143 +/- 0.004585786212568899,0.014150664697193472 +/- 0.0032184620449664664,-0.01477104874446089 +/- 0.0031320196822921128,0.01722304283604136 +/- 0.002824477903134498,0.09796159527326438 +/- 0.0040746681594249325,0.09208271787296897 +/- 0.005520579429296706
