,bvp_n_below_mean,bvp_svd_entropy,bvp_n_above_mean,bvp_perm_entropy,bvp_pct_95,scl_iqr_5_95,scl_pct_5,bvp_peaks,scl_iqr,bvp_std,bvp_iqr,scl_ptp,hrv_entropy,scl_rms,bvp_energy,hrv_lineintegral,hrv_ptp,bvp_iqr_5_95,bvp_pct_5,scl_sum,scl_lineintegral,scr_pct_95,hrv_svd_entropy,bvp_max,scl_svd_entropy,scl_std,scl_energy,scl_pct_95,scr_max,scr_ptp,bvp_skewness,bvp_rms,hrv_pct_95,scr_rms,scl_max,bvp_min,bvp_lineintegral,scl_min,hrv_std,scr_iqr_5_95,scl_perm_entropy,hrv_mean,bvp_kurtosis,hrv_iqr,bvp_ptp,hrv_peaks,scl_n_above_mean,hrv_energy,hrv_n_above_mean,scl_kurtosis,scr_svd_entropy,scl_n_below_mean,bvp_n_sign_changes,scl_mean,scr_min,scl_skewness,bvp_sum,scl_n_sign_changes,scr_entropy,hrv_n_sign_changes,scr_n_sign_changes,scl_peaks,bvp_entropy,scr_peaks,hrv_kurtosis,scr_perm_entropy,hrv_skewness,scr_skewness,scr_n_below_mean,hrv_perm_entropy,bvp_mean,hrv_n_below_mean,scr_pct_5,hrv_sum,scr_n_above_mean,scr_kurtosis,hrv_pct_5,scr_iqr,hrv_rms,hrv_iqr_5_95,scr_energy,hrv_min,scr_lineintegral,scr_sum,scr_std,hrv_max,scr_mean,scl_entropy
0,0.016349453978159123 +/- 0.004195842864028526,0.003962558502340063 +/- 0.0013460002876831917,0.02074882995319811 +/- 0.004059161257802718,0.01219968798751948 +/- 0.0029317553379155977,-0.0004992199687987809 +/- 0.0021760493945912895,0.0031201248049921746 +/- 0.0017315989922635604,-0.013010920436817498 +/- 0.0010812931950803964,0.014570982839313563 +/- 0.0020223126893103103,0.0003120124804992019 +/- 0.0010158390387581821,0.000624024960998415 +/- 0.0013600308716195401,0.004586583463338523 +/- 0.0026181175283367442,-0.0006864274570983153 +/- 0.0011318787611367732,-0.0016848673946958104 +/- 0.0009886414675665874,-0.005865834633385358 +/- 0.0014819771715491928,0.0021840873634945356 +/- 0.0013310907337099242,0.002277691107644297 +/- 0.0021528861154446175,0.003057722308892341 +/- 0.001214846947515229,0.001996879875195001 +/- 0.0008956443116634692,0.003057722308892319 +/- 0.0015462729102482223,-0.005865834633385358 +/- 0.0012849460394367429,0.0008424336973478774 +/- 0.000837798538664446,0.002683307332293272 +/- 0.0008624196543578856,-0.00071762870514821 +/- 0.0020029645985277854,0.00804992199687985 +/- 0.0019475178201968472,0.0007800312012480104 +/- 0.002373141575014841,0.00212168486739468 +/- 0.001314902184443386,-0.009235569422776934 +/- 0.0008160185229717116,-0.0008736349453978387 +/- 0.0011987128057596474,-0.005865834633385391 +/- 0.0011573938839932168,-0.0033697347893916095 +/- 0.0013000103997503696,0.0013728549141965418 +/- 0.0011004800055256355,-0.00012480499219970077 +/- 0.0013827469457822188,-0.0037753510140405844 +/- 0.0014664586583463435,0.00015600624024960651 +/- 0.0015985882630202327,0.010140405616224623 +/- 0.0013474460456592231,0.003400936037441482 +/- 0.0017784711388455668,0.0019968798751949677 +/- 0.001964440092193096,-0.003556942277691133 +/- 0.001586054917583631,0.0024960998439937376 +/- 0.0022714851448613206,0.003463338533541349 +/- 0.0018002336020906864,0.0016536661466458602 +/- 0.0007390152438269486,-0.002433697347893926 +/- 0.0018448356317122539,0.00046801872074880846 +/- 0.0007800312012480616,-0.00028081123244930726 +/- 0.001187698365720688,-0.00468018720748834 +/- 0.0008487657103735058,-6.240249609986703e-05 +/- 0.00027200617432390957,-0.00015600624024962871 +/- 0.0007416451996258878,-0.0021840873634945577 +/- 0.0014092467757424137,-0.0004680187207488751 +/- 0.00044673388652969904,0.0004992199687987253 +/- 0.0004456429596594568,0.003837753510140385 +/- 0.0008377985386644262,-0.00015600624024962871 +/- 0.0002876612935192797,0.000280811232449274 +/- 0.0014328814356574138,-0.010920436817472711 +/- 0.0009566121508115984,-0.00031201248049925743 +/- 0.0002790724464898495,-9.36037441498061e-05 +/- 0.0008021815995121645,-0.0009048361934477778 +/- 0.0004510712104462158,3.120124804989466e-05 +/- 0.00021840873634945294,0.0002496099843993682 +/- 0.00027200617432391206,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0007176287051482322 +/- 0.00037049429288730395,-0.0009672386895476004 +/- 0.0005993564028798145,-3.120124804995017e-05 +/- 0.000842433697347902,-0.0004056162246489969 +/- 0.0011254095973086597,-0.001123244929797207 +/- 0.0008395397221262628,0.0004368174726988916 +/- 0.000938115218619215,-0.00012480499219972297 +/- 0.0006271373242509098,-2.2204460492503132e-17 +/- 0.0006240249609984428,0.000624024960998415 +/- 0.0005404214688202498,-0.005054602184087387 +/- 0.0014147624397821735,0.00018720748829952337 +/- 0.000727731905752941,0.0002808112324492851 +/- 0.001048380506484337,-0.009360374414976636 +/- 0.0010626762162824666,0.009297971918876735 +/- 0.0011987128057596537,-0.005585023400936062 +/- 0.0012359003008011343,-0.0013104524180967414 +/- 0.0018814119727527327,0.004305772230889226 +/- 0.0007617195392033559,-0.007082683307332316 +/- 0.0016215646128157591,0.00829953198127924 +/- 0.001646290915229059,0.006864274570982809 +/- 0.0009566121508115911,0.0009984399375975062 +/- 0.0011232449297971859,0.0011544461778470905 +/- 0.0018775271617260901,0.0009984399375974728 +/- 0.001182358522402273,0.0008424336973478885 +/- 0.0015789804591426029
