,bvp_n_below_mean,bvp_n_above_mean,scl_pct_5,hrv_iqr_5_95,scl_min,hrv_min,scl_skewness,hrv_entropy,hrv_peaks,scl_lineintegral,scl_n_below_mean,hrv_pct_95,scl_ptp,hrv_std,hrv_svd_entropy,scl_sum,scl_energy,hrv_skewness,scr_kurtosis,scr_skewness,bvp_iqr,scl_pct_95,bvp_min,bvp_pct_5,hrv_max,scl_mean,hrv_kurtosis,hrv_pct_5,scl_kurtosis,bvp_std,scl_n_above_mean,scr_n_above_mean,scr_svd_entropy,bvp_n_sign_changes,scr_mean,bvp_iqr_5_95,bvp_rms,scr_rms,bvp_energy,hrv_n_above_mean,bvp_max,bvp_lineintegral,hrv_mean,hrv_n_below_mean,hrv_sum,scr_n_below_mean,hrv_ptp,scl_max,scr_min,bvp_ptp,hrv_iqr,scl_iqr_5_95,scr_pct_5,scl_n_sign_changes,hrv_rms,bvp_skewness,bvp_kurtosis,bvp_pct_95,hrv_energy,scr_perm_entropy,scl_peaks,bvp_sum,hrv_n_sign_changes,scr_n_sign_changes,scr_peaks,scr_entropy,bvp_mean,bvp_entropy,scl_rms,hrv_lineintegral,hrv_perm_entropy,scr_iqr,scl_perm_entropy,scl_iqr,scl_std,scr_max,scr_iqr_5_95,scr_sum,scl_entropy,scr_lineintegral,bvp_svd_entropy,scl_svd_entropy,scr_ptp,scr_energy,scr_std,bvp_peaks,scr_pct_95,bvp_perm_entropy
0,-0.010312671420735086 +/- 0.0015082531085976424,-0.010312671420735086 +/- 0.0013165112452002304,-0.010312671420735098 +/- 0.0024260388795936507,-0.0003291278113001006 +/- 0.0006108353661909017,-0.010916072408118527 +/- 0.0035756639578128926,-0.010586944596818481 +/- 0.0017004936917169302,0.00027427317608336166 +/- 0.0002742731760833617,0.0007679648930334126 +/- 0.0003638644860510356,-0.00010970927043336687 +/- 0.0005374634652294479,-5.4854635216727844e-05 +/- 0.0008301012589369976,0.00043883708173337866 +/- 0.000329127811300034,-0.018869994514536515 +/- 0.001772407506462261,-0.0008228195282501849 +/- 0.0005057347480687126,0.0011519473395501523 +/- 0.000865591543502982,0.0005485463521667233 +/- 0.0005485463521667678,-0.001481075150850275 +/- 0.0009195312459813576,-0.005156335710367566 +/- 0.0019502346499869492,0.00016456390564999478 +/- 0.0004936917169500831,0.00027427317608336166 +/- 0.0002742731760833617,0.0 +/- 0.0,-0.0004388370817334342 +/- 0.0006397094783154542,-0.030224904004388396 +/- 0.0025071628923809875,5.485463521665013e-05 +/- 0.0011093663420821077,-0.0010970927043335577 +/- 0.0010114694961374734,-0.024520021941854108 +/- 0.0036307801960225746,-0.005320899616017593 +/- 0.0012520803302812251,5.485463521665013e-05 +/- 0.0005726992050965721,-0.0085024684585848 +/- 0.0014145690574029284,0.0 +/- 0.0,-0.0007679648930335014 +/- 0.0008209890042290659,0.00010970927043331135 +/- 0.0005374634652294478,0.0 +/- 0.0,0.0001645639056500059 +/- 0.0003512410442914347,0.0027427317608337497 +/- 0.0009812695458035032,0.00043883708173337866 +/- 0.0002194185408666893,-0.005320899616017583 +/- 0.0015524927809198855,-0.0006034009873834734 +/- 0.0006695861555531345,-0.0024136039495337934 +/- 0.0006108353661909117,-0.0036752605595173128 +/- 0.001869086674426839,0.000329127811300034 +/- 0.0002687317326147035,0.0008776741634667906 +/- 0.000820989004229054,0.0001645639056499837 +/- 0.0006034009873834349,-0.014975315414152524 +/- 0.001098463214179961,0.0 +/- 0.0,-0.011848601206802012 +/- 0.0012794189566308865,-5.485463521671674e-05 +/- 0.0005174975936399769,0.0008776741634667796 +/- 0.0008912823263451447,-0.0009325287986835407 +/- 0.0007776986768380728,0.0 +/- 0.0,0.0013713658804168527 +/- 0.0008228195282501517,0.0015907844212835532 +/- 0.0007131102578167873,-0.0006582556226001679 +/- 0.00047821162298855216,0.0 +/- 0.0,0.00010970927043334467 +/- 0.00021941854086668936,-0.017279210093252905 +/- 0.0025167459675160702,-0.002468458584750455 +/- 0.001456491283307939,-0.007295666483817897 +/- 0.0007379936394445461,-0.0015907844212836308 +/- 0.0005726992050965721,-0.010093252879868387 +/- 0.0009564232459771221,0.0 +/- 0.0,0.0 +/- 0.0,5.485463521667233e-05 +/- 0.00016456390565001698,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.000493691716950051 +/- 0.00016456390565001698,0.0 +/- 0.0,-0.007899067471201348 +/- 0.0014346348689656648,-0.0005485463521667899 +/- 0.0008845044156114622,-5.485463521668343e-05 +/- 0.0001645639056500503,0.0001645639056500059 +/- 0.0003512410442914347,-0.00010970927043336687 +/- 0.00021941854086673373,-0.0007679648930335014 +/- 0.0005594097107616829,-0.0017004936917169977 +/- 0.0007131102578167881,-0.0018102029621503534 +/- 0.00042842839692304257,-0.0004936917169501287 +/- 0.0004556568218825127,0.0005485463521667233 +/- 0.0,-0.000987383433900213 +/- 0.001696064161682974,-0.0018102029621503424 +/- 0.00035124104429146066,-0.007624794295117976 +/- 0.002681151817849691,-0.0075699396599012815 +/- 0.0018160115586666821,-0.0006582556226001568 +/- 0.0007277289721021331,-0.003510696653867307 +/- 0.0011295260714193074,-0.005650027427317628 +/- 0.00035124104429146066,-0.014371914426769095 +/- 0.0017993658219261092,0.0003291278113000229 +/- 0.0006108353661908837,0.003071859572133806 +/- 0.0018553521146777374
