,bvp_peaks,hrv_min,hrv_pct_5,bvp_iqr,scl_pct_95,scl_pct_5,hrv_n_below_mean,bvp_n_sign_changes,scl_n_below_mean,bvp_n_above_mean,hrv_peaks,scr_min,hrv_pct_95,bvp_pct_95,hrv_n_above_mean,scl_mean,bvp_lineintegral,hrv_iqr,hrv_max,bvp_ptp,scl_rms,hrv_std,hrv_entropy,hrv_n_sign_changes,bvp_mean,bvp_std,bvp_sum,bvp_max,hrv_sum,hrv_ptp,hrv_mean,scr_svd_entropy,hrv_rms,hrv_energy,hrv_kurtosis,hrv_perm_entropy,hrv_iqr_5_95,scr_entropy,scr_pct_5,scr_pct_95,scl_n_sign_changes,scl_iqr,scr_ptp,scr_energy,scr_kurtosis,scl_iqr_5_95,scr_mean,scr_std,scr_lineintegral,scr_rms,scr_peaks,scr_iqr_5_95,scr_iqr,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,bvp_pct_5,bvp_iqr_5_95,scl_peaks,scl_energy,bvp_energy,scl_std,bvp_rms,scl_n_above_mean,scl_min,bvp_entropy,scl_ptp,scl_sum,scl_skewness,scl_perm_entropy,scl_lineintegral,scl_kurtosis,hrv_lineintegral,bvp_skewness,hrv_skewness,bvp_kurtosis,scr_skewness,scr_perm_entropy,scl_entropy,scr_sum,bvp_svd_entropy,hrv_svd_entropy,bvp_perm_entropy,bvp_min,scl_max,scr_max,bvp_n_below_mean,scl_svd_entropy
0,0.015153115100316805 +/- 0.002682341245170107,0.0 +/- 0.0,-0.0009503695881731722 +/- 0.0008447729672650381,0.0 +/- 0.0,-0.0004223864836325086 +/- 0.00039510637663927646,-0.0479936642027455 +/- 0.0024927289617978536,0.0 +/- 0.0,0.002375923970432947 +/- 0.0005903030563621434,0.0 +/- 0.0,0.0 +/- 0.0,0.006282998944033835 +/- 0.002009806368603416,0.0 +/- 0.0,-0.00010559662090812161 +/- 0.0002111932418162432,0.0 +/- 0.0,0.0 +/- 0.0,0.001372756071805714 +/- 0.0005384392305800024,0.0 +/- 0.0,0.0 +/- 0.0,-0.003643083421330506 +/- 0.002130985857509017,0.0 +/- 0.0,-0.017423442449841585 +/- 0.0051731567957406,0.0 +/- 0.0,0.0019007391763463666 +/- 0.0005384392305800199,0.0 +/- 0.0,0.0 +/- 0.0,-0.0002111932418162543 +/- 0.0003502243706816642,0.0015839493136219796 +/- 0.0007831255002212706,0.0 +/- 0.0,0.0 +/- 0.0,-5.279831045406081e-05 +/- 0.0001583949313621824,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.001583949313621924 +/- 0.0010292285474983013,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.004857444561774038 +/- 0.001244965799635868,-0.009873284054910225 +/- 0.0012943664912493452,0.0 +/- 0.0,0.008711721224920832 +/- 0.0017391414035903571,-0.012988384371700079 +/- 0.005354279760966088,-0.03136219640971485 +/- 0.0038306984471419415,-0.0045934530095036894 +/- 0.0010833307565302531,-0.010190073917634601 +/- 0.0007103286191696785,0.0 +/- 0.0,0.0023759239704329695 +/- 0.0008913380684337023,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.014255543822597683 +/- 0.00247646027445798,0.0 +/- 0.0,0.033790918690601954 +/- 0.0015483504011209305,0.0 +/- 0.0,0.044456177402323147 +/- 0.003935511120081137,0.0 +/- 0.0,0.0 +/- 0.0,-0.05586061246040125 +/- 0.00611549408049431,0.0 +/- 0.0,-0.00021119324181624323 +/- 0.0006335797254488129,0.0 +/- 0.0,-0.00010559662090812161 +/- 0.0002111932418162432,0.0 +/- 0.0,0.032893347412882835 +/- 0.0016367476240760255,0.0 +/- 0.0,0.0 +/- 0.0,0.005227032734952519 +/- 0.0015017384005626055,-0.00675818373812036 +/- 0.0016494719484491257,-0.0032206969376979643 +/- 0.001677125678381077,0.0 +/- 0.0,0.0 +/- 0.0,0.0002639915522703484 +/- 0.0008594942236589134,0.0 +/- 0.0,0.0068109820485744545 +/- 0.0019535374868004224,0.0 +/- 0.0,0.04128827877507922 +/- 0.003984786117024963,0.0030095036958817543 +/- 0.0020860344524961227,0.05295670538542768 +/- 0.0027030466179873694,0.0 +/- 0.0,0.07856388595564945 +/- 0.009101546666004863,0.0 +/- 0.0
