,bvp_std,bvp_rms,hrv_rms,hrv_sum,hrv_mean,hrv_n_above_mean,hrv_n_below_mean,hrv_pct_5,hrv_pct_95,hrv_max,hrv_min,scl_pct_95,scl_max,hrv_entropy,bvp_min,bvp_energy,hrv_ptp,scl_min,bvp_lineintegral,bvp_skewness,hrv_svd_entropy,scl_sum,scl_mean,hrv_lineintegral,bvp_n_sign_changes,hrv_std,bvp_kurtosis,hrv_iqr_5_95,scl_entropy,scl_n_above_mean,scl_n_below_mean,scr_ptp,scr_max,scr_mean,scr_sum,hrv_perm_entropy,bvp_iqr,scl_n_sign_changes,scr_n_sign_changes,scl_kurtosis,scl_energy,scr_entropy,scr_skewness,scr_iqr,scr_peaks,scr_min,bvp_entropy,hrv_n_sign_changes,scl_peaks,scr_pct_5,bvp_mean,hrv_kurtosis,bvp_sum,scr_energy,hrv_peaks,hrv_energy,scl_lineintegral,scr_perm_entropy,scr_n_above_mean,scr_n_below_mean,scl_perm_entropy,bvp_svd_entropy,scl_skewness,scl_iqr_5_95,hrv_skewness,scr_kurtosis,scr_pct_95,scr_lineintegral,scr_iqr_5_95,scl_iqr,scl_ptp,scr_svd_entropy,hrv_iqr,scl_std,scl_rms,bvp_max,bvp_pct_5,bvp_ptp,bvp_iqr_5_95,scl_svd_entropy,scr_std,scl_pct_5,bvp_perm_entropy,scr_rms,bvp_pct_95,bvp_peaks,bvp_n_below_mean,bvp_n_above_mean
0,0.3717202654415518 +/- 0.005149370173728833,0.36743236345074015 +/- 0.005496923175486203,0.358601327207759 +/- 0.004091684415998329,0.344461459928535 +/- 0.007257936737999486,0.344461459928535 +/- 0.007257936737999486,0.16972945380296064 +/- 0.00823811300240389,0.1478815722307299 +/- 0.003702539623438189,0.08376722817764162 +/- 0.0049462405499774344,0.08300153139356813 +/- 0.005226718013749939,0.06375701888718731 +/- 0.005035002212181802,0.053700867789688564 +/- 0.0034455409965668533,0.04068402246043893 +/- 0.005235932924128255,0.037059724349157705 +/- 0.004344649888913369,0.03542623787646756 +/- 0.002624800435361403,0.027667177131189345 +/- 0.0032589871770316347,0.025114854517610984 +/- 0.003178026016594878,0.021184277692700315 +/- 0.00373198095486149,0.020775906074527783 +/- 0.0025116722001312045,0.018989280245022944 +/- 0.0026991942963557453,0.013425216947422113 +/- 0.002758870672153468,0.011740684022460401 +/- 0.002758398384095214,0.011638591117917253 +/- 0.002370227006890021,0.011638591117917253 +/- 0.002370227006890021,0.011434405308831008 +/- 0.002296523099377631,0.010668708524757497 +/- 0.003856964002014005,0.010668708524757486 +/- 0.001804042577546933,0.010617662072485911 +/- 0.002600865585065225,0.006993363961204646 +/- 0.0022139099992038403,0.00459418070444102 +/- 0.0015650545907866982,0.003164880040837148 +/- 0.0012462027172775553,0.003164880040837148 +/- 0.0012462027172775553,0.002552322613578317 +/- 0.0023392423149340633,0.00245022970903519 +/- 0.002234412315287301,0.001888718734047945 +/- 0.0010719754977029136,0.001888718734047945 +/- 0.0010719754977029136,0.0015313935681469993 +/- 0.0008541705222399975,0.001531393568146977 +/- 0.001250377612446772,0.0014293006636038497 +/- 0.0005001510449787127,0.0013272077590607112 +/- 0.0006125574272588105,0.0011230219499744343 +/- 0.0011818108119234715,0.0009698825931597321 +/- 0.0008677896886166427,0.0009188361408881795 +/- 0.0007502265674680627,0.0005615109749872227 +/- 0.0010067934110932215,0.0005104645227156257 +/- 0.0006039897685655429,0.0004083716181725094 +/- 0.00087823637233718,0.0002041858090862325 +/- 0.0004083716181725483,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-4.4408920985006264e-17 +/- 0.0006039897685655617,-5.104645227159699e-05 +/- 0.0006636038795303936,-5.104645227160809e-05 +/- 0.0006636038795303757,-0.00015313935681472436 +/- 0.00023392423149344192,-0.0003062787136294376 +/- 0.0012751399690451026,-0.0003062787136294376 +/- 0.00502334440026239,-0.0003062787136294487 +/- 0.0016174557955849788,-0.000612557427258864 +/- 0.0030865168877653826,-0.0006636038795304056 +/- 0.0015322441061565877,-0.0006636038795304056 +/- 0.0015322441061565877,-0.000969882593159821 +/- 0.00035732516590094573,-0.0013272077590607777 +/- 0.0020571150259938737,-0.0015824400204186295 +/- 0.0018327027127122482,-0.0020929045431342997 +/- 0.0012597205389742766,-0.0021439509954058744 +/- 0.0014759399994692319,-0.002194997447677449 +/- 0.0015322441061565817,-0.004492087799897948 +/- 0.0005952988151960298,-0.004798366513527374 +/- 0.002544142071337839,-0.004849412965798905 +/- 0.0005707166864471044,-0.004849412965798916 +/- 0.0013360135097807378,-0.006329760081674363 +/- 0.0015516778104717498,-0.006482899438489076 +/- 0.0011425742361204467,-0.007452782031648841 +/- 0.00416709170637233,-0.007503828483920383 +/- 0.001709103526573073,-0.007554874936191969 +/- 0.00243529564918356,-0.007605921388463543 +/- 0.0012597205389742888,-0.007912200102092936 +/- 0.003538443455972096,-0.009035222052067415 +/- 0.0032769277888114387,-0.010311383358856608 +/- 0.003306612504482195,-0.010566615620214426 +/- 0.0032369247294512815,-0.010668708524757564 +/- 0.0008973147438104378,-0.011026033690658531 +/- 0.0035527744035335055,-0.011230219499744787 +/- 0.00189629153864285,-0.011842776927003595 +/- 0.000549787116603835,-0.01413986727922415 +/- 0.003244964793325729,-0.014395099540581957 +/- 0.004836230436886992,-0.045584481878509484 +/- 0.002976931763516747,-0.045584481878509484 +/- 0.002976931763516747
