,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_std,bvp_peaks,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_energy,bvp_n_sign_changes,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_iqr,bvp_ptp,bvp_perm_entropy,bvp_skewness,bvp_sum,bvp_mean,bvp_max,bvp_entropy,bvp_pct_5
0,0.367008069522036 +/- 0.007598903794490807,0.1304469273743017 +/- 0.002741256048013837,0.09503414028553699 +/- 0.003390813229980798,0.0794847920546245 +/- 0.008154367023247585,0.03324022346368721 +/- 0.004815079781416565,0.03212290502793299 +/- 0.0033463467803922786,0.027498448168839264 +/- 0.0030762288499972226,0.02585350713842338 +/- 0.00307262569832402,0.02054624456859099 +/- 0.004535596588983621,0.017535692116697754 +/- 0.004620705947181329,0.01694599627560526 +/- 0.0019882827284974747,0.015952824332712657 +/- 0.002755800481740919,0.015952824332712657 +/- 0.002755800481740919,0.014680322780881484 +/- 0.003470138762306181,0.009962756052141553 +/- 0.003604660281705747,0.007231533209186869 +/- 0.0032255698198327093,0.006641837368094383 +/- 0.002626952696399597,0.0014587212911235548 +/- 0.001102127927036923,0.0014587212911235548 +/- 0.001102127927036923,0.0004655493482309536 +/- 0.0008584305826157046,0.0 +/- 0.0,-0.003351955307262522 +/- 0.0010460769426662206
