,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_std,bvp_peaks,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_energy,bvp_n_sign_changes,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_iqr,bvp_ptp,bvp_perm_entropy,bvp_skewness,bvp_sum,bvp_mean,bvp_max,bvp_entropy,bvp_pct_5
0,0.34624443029917246 +/- 0.006022681764121338,0.054423933800127264 +/- 0.0035211500155160704,0.09936346276257159 +/- 0.004973144490038109,0.09388924252068744 +/- 0.005648707622310268,0.01877784850413746 +/- 0.0025973527387782498,0.005856142584341151 +/- 0.0037067023199339644,0.036028007638446824 +/- 0.003444954583764426,0.0675684277530235 +/- 0.006497748299364301,0.019573520050922943 +/- 0.00460610677966965,0.004996817313812818 +/- 0.002685742132372973,-0.0027371101209421322 +/- 0.0005728835136855626,0.028007638446849104 +/- 0.002286223424069759,0.028007638446849104 +/- 0.002286223424069759,0.019637173774665784 +/- 0.0025383792974653756,0.0414385741565881 +/- 0.002480862542317646,0.027466581795034962 +/- 0.003730808771001142,0.009611712285168671 +/- 0.001810498109908086,-0.0017504774029281078 +/- 0.0006405032398949245,-0.0017504774029281078 +/- 0.0006405032398949245,0.011680458306810915 +/- 0.0018831715076367851,0.0 +/- 0.0,0.004169318905155928 +/- 0.001716586449415924
