,bvp_n_below_mean,bvp_peaks,bvp_max,bvp_iqr,bvp_svd_entropy,bvp_min,bvp_kurtosis,bvp_energy,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_5,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_n_above_mean,bvp_iqr_5_95,bvp_ptp,bvp_skewness,bvp_n_sign_changes,bvp_perm_entropy
0,0.05017679202828671 +/- 0.004875833432985977,0.05483767277402764 +/- 0.006796310015507555,0.00038572806171648376 +/- 0.002517924272268217,0.024108003857280604 +/- 0.005591578814288532,-0.009161041465766651 +/- 0.0047225440266168445,0.03198328511732561 +/- 0.002024051622170514,-0.012664738026358091 +/- 0.002309899610828866,-0.013596914175506269 +/- 0.001333492029102644,-0.0020893603342976297 +/- 0.0003593809028447257,-0.0007393121182899587 +/- 0.0011504680275264015,0.0008036001285759875 +/- 0.0029609148097176,0.007360977177756345 +/- 0.0020604783684393816,0.004885888781742209 +/- 0.0012180839165217999,0.0 +/- 0.0,-0.00022500803600129516 +/- 0.0003816889131159888,0.013886210221793626 +/- 0.0027643844423015083,0.03989071038251366 +/- 0.0036493002825020112,-0.00646094503375122 +/- 0.0012651024528546582,-0.019350691096110595 +/- 0.0018787064218839442,0.040469302475088384 +/- 0.0031443672639560037,0.0008678881388620941 +/- 0.004606921161227631,0.028126004500160718 +/- 0.003679751589205798
