,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_std,bvp_peaks,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_energy,bvp_n_sign_changes,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_iqr,bvp_ptp,bvp_perm_entropy,bvp_skewness,bvp_sum,bvp_mean,bvp_max,bvp_entropy,bvp_pct_5
0,0.08583468395461916 +/- 0.007616883315513537,-0.04820097244732573 +/- 0.0037101977264023867,-0.05675850891410046 +/- 0.005860648154699511,0.19442463533225285 +/- 0.007493104721560635,0.016790923824959503 +/- 0.0024762955273626296,0.025705024311183176 +/- 0.004166419519720718,-0.0318638573743922 +/- 0.0032481293453697087,-0.03429497568881684 +/- 0.003142073469316736,0.051701782820097256 +/- 0.004023237614232813,-0.010858995137763339 +/- 0.0032130028527713062,-0.002820097244732567 +/- 0.0017578926240461817,0.011507293354943304 +/- 0.0034647582376713237,0.011507293354943304 +/- 0.0034647582376713237,0.042884927066450605 +/- 0.001640399472140037,-0.02829821717990273 +/- 0.002723817070800078,0.049659643435980574 +/- 0.00459057399471,0.01717990275526744 +/- 0.0015065089191082352,2.2204460492503132e-17 +/- 0.000845277459345571,2.2204460492503132e-17 +/- 0.000845277459345571,-0.018508914100486207 +/- 0.0018362410422390443,0.0 +/- 0.0,0.017017828200972484 +/- 0.0024611862914396473
