,bvp_n_below_mean,bvp_peaks,bvp_max,bvp_iqr,bvp_svd_entropy,bvp_min,bvp_kurtosis,bvp_energy,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_5,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_n_above_mean,bvp_iqr_5_95,bvp_ptp,bvp_skewness,bvp_n_sign_changes,bvp_perm_entropy
0,0.0359880039986671 +/- 0.0030649203032500783,0.04105298233922026 +/- 0.005004550172037111,0.009863378873708773 +/- 0.002764740888062853,-0.03402199266911031 +/- 0.005869726885412899,-0.028723758747084317 +/- 0.004305664859770247,-0.00419860046651116 +/- 0.003463588526540825,-0.005398200599800074 +/- 0.0029384082219325158,-0.004831722759080304 +/- 0.00151423762312586,-0.0069310229923359 +/- 0.0013641779067283628,0.004831722759080293 +/- 0.001469581944098635,0.012062645784738434 +/- 0.0037693904011674214,0.029323558813728744 +/- 0.0023843443945349386,-0.0019660113295568494 +/- 0.0006225105528913608,0.0 +/- 0.0,-0.0009330223258913861 +/- 0.0004420692822866323,0.012529156947684106 +/- 0.0028321931837222048,0.04381872709096966 +/- 0.006200531178250032,0.011096301232922334 +/- 0.001861576504293677,-0.011162945684771764 +/- 0.003065825878776786,3.3322225924681256e-05 +/- 0.003912914788467185,-0.02029323558813728 +/- 0.0032391191901046936,-0.035588137287570806 +/- 0.002892707019554918
