,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_std,bvp_peaks,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_energy,bvp_n_sign_changes,bvp_kurtosis,bvp_n_below_mean,bvp_n_above_mean,bvp_iqr,bvp_ptp,bvp_perm_entropy,bvp_skewness,bvp_sum,bvp_mean,bvp_max,bvp_entropy,bvp_pct_5
0,0.2956438180653428 +/- 0.011046662062557236,-0.006694426649583585 +/- 0.0024031602154903947,0.10265855221012173 +/- 0.008687658097326533,0.21428571428571433 +/- 0.011041088101023725,0.03677130044843051 +/- 0.004068787830416507,0.036066623959000656 +/- 0.006501847673141552,0.02767456758488148 +/- 0.005756987043859325,0.049679692504804626 +/- 0.005163710499854413,0.0496476617552851 +/- 0.005623198551858664,0.002882767456758495 +/- 0.004183662233761857,-0.0008007687379884554 +/- 0.003497810645073918,0.031390134529148 +/- 0.0047939236217475365,0.031390134529148 +/- 0.0047939236217475365,0.020659833440102505 +/- 0.004317027372746324,0.011018577834721344 +/- 0.006179859778659895,0.014606021780909695 +/- 0.0039883106768157294,0.010890454836643203 +/- 0.003822276461287957,0.0006726457399103159 +/- 0.001141032231297681,0.0006726457399103159 +/- 0.001141032231297681,-0.005509288917360644 +/- 0.0019420251622324397,0.0 +/- 0.0,0.017488789237668168 +/- 0.005486896375493617
