,bvp_n_below_mean,bvp_peaks,bvp_max,bvp_iqr,bvp_svd_entropy,bvp_min,bvp_kurtosis,bvp_energy,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_5,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_n_above_mean,bvp_iqr_5_95,bvp_ptp,bvp_skewness,bvp_n_sign_changes,bvp_perm_entropy
0,0.002429011289770788 +/- 0.004224661012803842,-0.006260691070817647 +/- 0.005700182200845143,-0.0037974683544303666 +/- 0.004028967449823573,-0.01902155319876838 +/- 0.003960849986563486,0.010810810810810822 +/- 0.003349227027169458,0.01323982210058161 +/- 0.0026458065413595936,-0.004721176873075605 +/- 0.0009652231255330567,-0.014197742045843297 +/- 0.0018375708521376339,-0.05210400273691412 +/- 0.0028130448252715414,0.003489565514881998 +/- 0.000730556158195772,-0.027779678412589805 +/- 0.0015053027711255697,0.0033185083817995342 +/- 0.0024625098751868747,-0.0014368799178925752 +/- 0.0008894970920287579,0.0 +/- 0.0,-0.00010263427984946727 +/- 0.00030790283954841417,-0.00359219979473141 +/- 0.00205411057848485,0.003352719808416038 +/- 0.0016885340648994907,-0.005405405405405394 +/- 0.002068589320264239,0.004789599726308591 +/- 0.003710007994998563,0.0040027369141293345 +/- 0.0020643414083538376,-0.024837495723571655 +/- 0.0025009465456718376,-0.018645227505986996 +/- 0.0018311903785251564
