,bvp_peaks,bvp_iqr,bvp_svd_entropy,bvp_pct_5,bvp_std,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_max,bvp_pct_95,bvp_min,bvp_sum,bvp_rms,bvp_mean,bvp_entropy,bvp_iqr_5_95,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy
0,0.04675108297234258 +/- 0.00416474505084536,-0.033388870376541126 +/- 0.0022243677798438667,-0.014295234921692723 +/- 0.004841365092907466,-0.015328223925358164 +/- 0.003888862235493555,-0.022992335888037296 +/- 0.0020541199610026747,-0.0003998667110962417 +/- 0.0037070133915823706,-0.023258913695434813 +/- 0.0017994001999333668,0.0016327890703099258 +/- 0.0029028612695464573,0.0074975008330556816 +/- 0.00456222528291852,-0.005598133955348172 +/- 0.0024613375958173196,-0.005031656114628425 +/- 0.0031872844092631124,0.00016661112962347292 +/- 0.0007185557698383094,-0.017060979673442157 +/- 0.0026980716401195873,-0.00029990003332219795 +/- 0.0009119581595070685,0.0 +/- 0.0,-0.015628123958680407 +/- 0.0029746503040948696,-0.013895368210596415 +/- 0.001757253831847399,-0.026457847384205212 +/- 0.002295125006027666,-0.006464511829390174 +/- 0.0028942420194079787,0.06587804065311566 +/- 0.004726708122058509,0.06737754081972677 +/- 0.003707013391582377,-0.015494835054981648 +/- 0.002776963232256008
