,bvp_peaks,bvp_iqr,bvp_svd_entropy,bvp_pct_5,bvp_std,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_max,bvp_pct_95,bvp_min,bvp_sum,bvp_rms,bvp_mean,bvp_entropy,bvp_iqr_5_95,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy
0,0.02873759835785149 +/- 0.004324735707987818,-0.021895313034553575 +/- 0.001280074371116642,0.001847417037290433 +/- 0.003931189167902359,-0.004652754019842653 +/- 0.0012635090874183737,-0.01060554225111191 +/- 0.001829591783389789,0.008244953814574041 +/- 0.0018196491477211316,-0.01744782757440988 +/- 0.0019830826884966774,0.0024974341430037184 +/- 0.0025420264096147733,0.001847417037290433 +/- 0.0019605266892773667,-0.0035579883681149836 +/- 0.0022076313109684158,-0.009339719466301777 +/- 0.0030409705588317296,-0.00047895997263089905 +/- 0.0009205353436246074,-0.005405405405405439 +/- 0.0014171957014853245,-0.0006500171057133297 +/- 0.0011392970102871392,0.0 +/- 0.0,-0.004379062606910733 +/- 0.0014896709584042134,-0.0030106055422511437 +/- 0.0017763605864861034,0.002018474170372875 +/- 0.0009730730518869783,-0.011323982210058193 +/- 0.0021715499244007335,0.008929182346903819 +/- 0.0030996760841596103,0.005200136845706449 +/- 0.0049430480112643135,-0.01594252480328432 +/- 0.0015988123770848952
