,bvp_n_below_mean,bvp_peaks,bvp_max,bvp_iqr,bvp_svd_entropy,bvp_min,bvp_kurtosis,bvp_energy,bvp_rms,bvp_std,bvp_lineintegral,bvp_pct_5,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_n_above_mean,bvp_iqr_5_95,bvp_ptp,bvp_skewness,bvp_n_sign_changes,bvp_perm_entropy
0,0.105765534913517 +/- 0.006373716745335099,0.09445868033311984 +/- 0.00532992056989955,0.007687379884689327 +/- 0.0018175862856003977,0.010377962844330601 +/- 0.0034205481292024485,0.01127482383087769 +/- 0.002308881651625882,-0.013196668802049939 +/- 0.003068271624555567,0.015663036515054483 +/- 0.003616639005288454,0.004131966688020539 +/- 0.0008407690421785143,0.010570147341447822 +/- 0.001873182769662198,-0.0018898142216527635 +/- 0.003242708036135136,0.03228699551569512 +/- 0.004567724143491588,0.024343369634849475 +/- 0.002875640703070264,-0.003939782190903229 +/- 0.0009288917360666366,0.0 +/- 0.0,-0.0017616912235746019 +/- 0.000480461242793088,-0.0009609224855861243 +/- 0.0018949646967007154,0.03926969891095454 +/- 0.0035471795515457107,0.014125560538116621 +/- 0.0021364774049522635,-0.01716848174247273 +/- 0.0034859110468706744,0.005253042921204376 +/- 0.0029047492757859217,0.011755285073670763 +/- 0.004222838584157665,0.014798206278026948 +/- 0.005134520156185501
