,bvp_peaks,bvp_iqr,bvp_svd_entropy,bvp_pct_5,bvp_std,bvp_skewness,bvp_lineintegral,bvp_ptp,bvp_max,bvp_pct_95,bvp_min,bvp_sum,bvp_rms,bvp_mean,bvp_entropy,bvp_iqr_5_95,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy
0,0.006245996156310019 +/- 0.003223031998318082,-0.003555413196668844 +/- 0.0019507226109654273,0.007335041639974338 +/- 0.0023730873083909814,-0.011434977578475369 +/- 0.0010724323537977534,-0.004067905188981469 +/- 0.0015695067264574123,0.016655989750160118 +/- 0.002893424674090004,0.011531069827033913 +/- 0.0020359062885420298,-0.010730301089045501 +/- 0.00226604819421191,-0.0364189622037156 +/- 0.0044545779576550745,0.019730941704035852 +/- 0.0022476367447596267,-0.005829596412556104 +/- 0.0019261110029946018,-0.0004163997437540257 +/- 0.00038034407709924855,-0.011018577834721367 +/- 0.00181871487079802,0.0010570147341447344 +/- 0.0005914857563299082,0.0 +/- 0.0,-0.007142857142857184 +/- 0.0023408758988588533,-0.009897501601537517 +/- 0.0012108301198870042,-0.01018577834721337 +/- 0.0012222155046981956,-0.006566303651505489 +/- 0.0020169201142128446,0.034368994234465045 +/- 0.001817868497586511,0.04602818705957714 +/- 0.0028865019585921363,0.005797565663036464 +/- 0.0016360785123795277
