,hrv_lineintegral,hrv_iqr,hrv_iqr_5_95,hrv_sum,hrv_rms,hrv_energy,hrv_svd_entropy,hrv_n_below_mean,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_entropy,hrv_n_sign_changes,hrv_std,hrv_n_above_mean,hrv_mean,hrv_ptp,hrv_skewness,hrv_max,hrv_pct_95,hrv_pct_5,hrv_min
0,0.06515232495991449 +/- 0.0019630537329991446,-0.005611972207375704 +/- 0.003490484632229974,0.007696419027258183 +/- 0.0014965259219668736,0.025975414216996263 +/- 0.002153868699049697,0.012506680919294499 +/- 0.0012465958086253877,0.011384286477819361 +/- 0.001435138597765654,0.01614110101549975 +/- 0.005224735183260256,-0.00999465526456439 +/- 0.0016740202846997074,-0.005237840726884002 +/- 0.0020672452812200634,0.005825761624799597 +/- 0.0011574777032446627,-0.0047033671833244025 +/- 0.0010901164112437677,-0.0017637626937466399 +/- 0.0005371392635553935,0.0 +/- 0.0,0.012720470336718349 +/- 0.0015079354334223138,0.0054516301443078615 +/- 0.001469559282187861,0.012453233564938548 +/- 0.002330329166925875,0.024265098877605584 +/- 0.0038407790963595244,0.007749866381614135 +/- 0.002428769164618232,0.01587386424371995 +/- 0.006944249199679167,0.027258150721539275 +/- 0.0038169045582805137,0.07284874398717264 +/- 0.004762816072413497,0.00026723677177979964 +/- 0.005032289094540444
