,hrv_lineintegral,hrv_iqr,hrv_iqr_5_95,hrv_sum,hrv_rms,hrv_energy,hrv_svd_entropy,hrv_n_below_mean,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_entropy,hrv_n_sign_changes,hrv_std,hrv_n_above_mean,hrv_mean,hrv_ptp,hrv_skewness,hrv_max,hrv_pct_95,hrv_pct_5,hrv_min
0,0.01891566265060244 +/- 0.004767797334315492,0.0009036144578313699 +/- 0.0022092916651677277,-0.00048192771084332175 +/- 0.0009638554216867476,-0.002228915662650555 +/- 0.0014011690782666343,0.019879518072289205 +/- 0.001425561393517977,0.0004819277108434328 +/- 0.0002409638554217164,0.026325301204819317 +/- 0.0028770973340384205,0.0001807228915663095 +/- 0.0008955463100794441,0.0045783132530120675 +/- 0.0034204986907417916,-0.0011445783132529753 +/- 0.0011571911272468948,-0.007469879518072242 +/- 0.0013524062843761207,-0.02204819277108431 +/- 0.003626486010431906,0.0 +/- 0.0,-0.01650602409638551 +/- 0.0039059192957704475,0.0006024096385542799 +/- 0.0016824385594902342,0.060481927710843396 +/- 0.003545527462545092,0.018132530120481948 +/- 0.003870921403955981,0.012530120481927753 +/- 0.004482186804274275,-0.051445783132530086 +/- 0.004387263001453754,0.02975903614457831 +/- 0.0037349397590361365,0.009457831325301235 +/- 0.0029762938137435206,-0.01572289156626504 +/- 0.006596041692088842
