,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_below_mean,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr_5_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_std,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_min,hrv_n_sign_changes,hrv_peaks,hrv_max,hrv_energy,hrv_iqr,hrv_ptp
0,0.17927710843373493 +/- 0.010695782708417454,0.18879518072289153 +/- 0.0068271911163890085,0.18126506024096384 +/- 0.007492435823619406,0.16066265060240958 +/- 0.005778424288250582,0.09632530120481922 +/- 0.007603020615855307,0.09331325301204814 +/- 0.005941909237147086,0.0990361445783132 +/- 0.005766794189770763,0.12192771084337344 +/- 0.0077155482634146426,0.04831325301204816 +/- 0.0078442895473051,0.21963855421686743 +/- 0.010490233518573606,0.21963855421686743 +/- 0.010490233518573606,0.02409638554216862 +/- 0.006664730932982801,0.005542168674698767 +/- 0.0010708667972669501,0.00042168674698792594 +/- 0.00027605877680455176,0.014457831325301174 +/- 0.0022051813515329083,0.15710843373493968 +/- 0.00956219755109131,0.0 +/- 0.0,0.0014457831325300873 +/- 0.0007228915662650622,0.12283132530120477 +/- 0.00856799331861967,0.09361445783132524 +/- 0.010631122129376261,0.017831325301204792 +/- 0.0030023941673198128,0.008975903614457803 +/- 0.0017552773836546438
