,hrv_kurtosis,hrv_n_below_mean,hrv_n_sign_changes,hrv_n_above_mean,hrv_skewness,hrv_std,hrv_iqr,hrv_rms,hrv_energy,hrv_entropy,hrv_perm_entropy,hrv_pct_5,hrv_iqr_5_95,hrv_svd_entropy,hrv_max,hrv_peaks,hrv_sum,hrv_ptp,hrv_mean,hrv_pct_95,hrv_min,hrv_lineintegral
0,0.0005879208979156058 +/- 0.0017474914723967715,0.002458578300374159 +/- 0.0013351144838906206,0.0 +/- 0.0,0.00272581507215397 +/- 0.0006524081034598599,0.0029930518439337805 +/- 0.001457849459859529,0.0004810261892036705 +/- 0.0008766017887149426,-0.0006413682522714792 +/- 0.0013896312132549314,-0.0037413148049171064 +/- 0.0016731668458042199,-0.006787814003206794 +/- 0.0011963136977872406,-0.0010154997327631809 +/- 0.001205827276609146,-0.005077498663816104 +/- 0.0010211102712208734,-0.0041688936397648035 +/- 0.0018328624478335005,0.0018172100481026576 +/- 0.0011512912468486462,-0.021432389096739668 +/- 0.0022857728252638136,0.004756814537680431 +/- 0.0017798851742754365,0.0017103153393907555 +/- 0.0004659432328744516,-0.006146445750935292 +/- 0.001398851130764567,0.001977552111170544 +/- 0.001549973276322816,-0.008123997862105792 +/- 0.0011160135231331485,0.0013361838588990427 +/- 0.0006435913724635215,-0.004329235702832668 +/- 0.0016637501246684555,-0.007589524318546192 +/- 0.0041661518481892245
