,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_below_mean,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr_5_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_std,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_min,hrv_n_sign_changes,hrv_peaks,hrv_max,hrv_energy,hrv_iqr,hrv_ptp
0,0.2982896846606093 +/- 0.007986580056918633,0.10657402458578298 +/- 0.007445122458307142,0.1417958311063602 +/- 0.00712695970706522,0.1002137894174238 +/- 0.0060904192502778155,0.128915018706574 +/- 0.009185484151337625,0.11699625868519506 +/- 0.006411232384309388,0.05611972207375732 +/- 0.004295784350060967,0.00716194548369854 +/- 0.001126205639000833,0.2412079102084447 +/- 0.00908306298552767,0.46819882415820413 +/- 0.008801791063704502,0.46819882415820413 +/- 0.008801791063704502,0.010849812934259729 +/- 0.0011475633647025185,-0.007161945483698584 +/- 0.0010473499701905624,-0.002030999465526462 +/- 0.0009195430536657234,0.000962052378407241 +/- 0.0014695592821878636,0.33222875467664353 +/- 0.008035610208296212,0.0 +/- 0.0,-0.0005879208979155725 +/- 0.0005042213325524679,0.3239978621058258 +/- 0.007065570441330103,0.2601817210048102 +/- 0.005868509772874738,0.044200962052378404 +/- 0.0033038074741903872,0.022715125601282728 +/- 0.0031370455565642467
