,hrv_kurtosis,hrv_n_below_mean,hrv_n_sign_changes,hrv_n_above_mean,hrv_skewness,hrv_std,hrv_iqr,hrv_rms,hrv_energy,hrv_entropy,hrv_perm_entropy,hrv_pct_5,hrv_iqr_5_95,hrv_svd_entropy,hrv_max,hrv_peaks,hrv_sum,hrv_ptp,hrv_mean,hrv_pct_95,hrv_min,hrv_lineintegral
0,-0.0022982362373062727 +/- 0.0017734537705010255,0.0004275788348476417 +/- 0.0017036213202040735,0.0 +/- 0.0,0.002458578300374115 +/- 0.0011262056390008424,0.001282736504543003 +/- 0.0017269368702729543,-0.006039551042223435 +/- 0.001568295109686925,-0.005130946018172111 +/- 0.0015527353336540828,-0.0024051309460181858 +/- 0.0011770558816432523,-0.006948156066274714 +/- 0.0007927523770278596,-0.003901656867985037 +/- 0.0023908358360604084,-0.00048102618920364826 +/- 0.0016464908392035504,-0.0005344735435596105 +/- 0.0018359769147319874,-0.0013361838588989761 +/- 0.0021008277933761027,0.0036878674505611774 +/- 0.002750851786736022,-0.02479957242116517 +/- 0.0016594521321496574,0.0005879208979155503 +/- 0.0008766017887149574,-0.00566541956173171 +/- 0.0013772419804088708,-5.344735435597325e-05 +/- 0.0016290487070153008,-0.0021913415285943704 +/- 0.0014231455858572317,-0.02159273115980761 +/- 0.0014965259219668554,-0.006413682522715136 +/- 0.0022801420638911283,-0.0030464991982896983 +/- 0.003312442636525119
