,hrv_lineintegral,hrv_iqr,hrv_iqr_5_95,hrv_sum,hrv_rms,hrv_energy,hrv_svd_entropy,hrv_n_below_mean,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_entropy,hrv_n_sign_changes,hrv_std,hrv_n_above_mean,hrv_mean,hrv_ptp,hrv_skewness,hrv_max,hrv_pct_95,hrv_pct_5,hrv_min
0,-0.05754765584750127 +/- 0.005418407463047318,-0.013189077794951043 +/- 0.002188228807995391,0.007161257083977346 +/- 0.002518155468284363,0.0023699124162802733 +/- 0.0014608394517009809,-0.0010303967027305294 +/- 0.0007981418539324749,-0.024420401854714037 +/- 0.0014052737451814546,0.00984028851107679 +/- 0.00535632873297169,-0.0066460587326120256 +/- 0.0012289397673236795,0.011385883565172606 +/- 0.0034671739017807894,0.0029881504379186243 +/- 0.0024252658002967215,0.012570839773312758 +/- 0.0008047655513556772,0.016950025759917563 +/- 0.0013910355486862526,0.0 +/- 0.0,-0.0034003091190108027 +/- 0.00057370060410411,0.00195775373518805 +/- 0.002195494667971408,0.004945904173106652 +/- 0.0012235282933578224,0.005358062854198898 +/- 0.0028610908556238692,0.004070066975785691 +/- 0.0022033389778818233,-0.003554868624420382 +/- 0.007842022958018943,0.009891808346213305 +/- 0.0012992808050405176,-0.039464193714580084 +/- 0.0035708858219811266,-0.07207624935600204 +/- 0.009060609303742069
