,hrv_kurtosis,hrv_n_below_mean,hrv_n_sign_changes,hrv_n_above_mean,hrv_skewness,hrv_std,hrv_iqr,hrv_rms,hrv_energy,hrv_entropy,hrv_perm_entropy,hrv_pct_5,hrv_iqr_5_95,hrv_svd_entropy,hrv_max,hrv_peaks,hrv_sum,hrv_ptp,hrv_mean,hrv_pct_95,hrv_min,hrv_lineintegral
0,0.0016583747927031544 +/- 0.001483295507462561,-0.0006080707573244859 +/- 0.0005215025501413246,0.0 +/- 0.0,0.00033167495854062866 +/- 0.0009315809588917989,-0.005140961857379745 +/- 0.0013324456377218235,0.0011608623548922115 +/- 0.001271420674405767,0.0018242122719734576 +/- 0.0007837173509539945,0.0014925373134328402 +/- 0.0017489543415761784,0.0019347705914870116 +/- 0.001217397210920152,-0.0009397457158651146 +/- 0.0019629940192995715,0.0059701492537314275 +/- 0.0017792677655534559,-0.0013266998341625146 +/- 0.001698429131645898,0.0030956329463792233 +/- 0.001164804173891986,0.0008291873963515939 +/- 0.0022420453057682118,-0.004919845218352659 +/- 0.002147365903765057,-0.00016583747927031433 +/- 0.00043174403957471635,0.0007739082365948002 +/- 0.0012161415146489719,0.006357103372028816 +/- 0.0017349203788253533,0.0021558872305140865 +/- 0.000971718951423265,-0.006025428413488088 +/- 0.0016666460399868731,0.0014372581536760576 +/- 0.000995024875621886,-0.0011608623548922004 +/- 0.000799161542001155
