,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_below_mean,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr_5_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_std,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_min,hrv_n_sign_changes,hrv_peaks,hrv_max,hrv_energy,hrv_iqr,hrv_ptp
0,0.2465435356200527 +/- 0.006193731187808423,-0.02606860158311346 +/- 0.002086936140716103,0.04200527704485486 +/- 0.003254700568888496,0.08226912928759893 +/- 0.0076597174058488275,0.06474934036939313 +/- 0.0041150800453576475,-0.009656992084432747 +/- 0.004737892976311894,-0.0070712401055409106 +/- 0.0031415041828257986,-0.013509234828496076 +/- 0.0025657510883679738,0.18427440633245382 +/- 0.006940066373730262,0.3264379947229551 +/- 0.008124592824872915,0.3264379947229551 +/- 0.008124592824872915,-0.04575197889182059 +/- 0.0035949807557258454,-0.017361477572559392 +/- 0.001142818355024166,-0.0011609498680738906 +/- 0.001126868417100941,-0.002480211081794226 +/- 0.001735016593432574,0.10939313984168866 +/- 0.00716610256322297,0.0 +/- 0.0,0.0004749340369393007 +/- 0.001258771550593839,0.07989445910290235 +/- 0.006758738848162674,0.13984168865435356 +/- 0.006641533603188281,0.01889182058047493 +/- 0.0030295936874738523,-0.037625329815303456 +/- 0.0034848479115776373
