,hrv_rms,hrv_pct_95,hrv_pct_5,hrv_n_below_mean,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr_5_95,hrv_lineintegral,hrv_mean,hrv_sum,hrv_std,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_min,hrv_n_sign_changes,hrv_peaks,hrv_max,hrv_energy,hrv_iqr,hrv_ptp
0,0.3845002672367718 +/- 0.008291061220594472,0.11747728487439871 +/- 0.005370328888115642,0.16002137894174234 +/- 0.007525266021078807,0.09973276322822018 +/- 0.005570845203974514,0.1064136825227151 +/- 0.005499885987231151,0.01715660074826294 +/- 0.006406775186618005,-0.004543025120256561 +/- 0.0013573944520791383,0.0067343666488508536 +/- 0.0011758417958310987,0.07862105825761621 +/- 0.004643772391287174,0.27017637626937463 +/- 0.008838227500965901,0.27017637626937463 +/- 0.008838227500965901,-0.009567076429716747 +/- 0.0009395187510019834,0.01004810261892034 +/- 0.0010635889226153078,-0.001282736504543025 +/- 0.00137724198040889,-0.005184393372528073 +/- 0.0009869687500063905,0.15681453768038484 +/- 0.008508711380922464,0.0 +/- 0.0,-0.0039016568679850483 +/- 0.0006781709000774653,0.1278995189738108 +/- 0.004296116828243411,0.1444681988241582 +/- 0.0056058606104552565,-0.0074826296098343455 +/- 0.001912190680919108,0.006199893105291265 +/- 0.0011998901293769702
