,hrv_lineintegral,hrv_iqr,hrv_iqr_5_95,hrv_sum,hrv_rms,hrv_energy,hrv_svd_entropy,hrv_n_below_mean,hrv_perm_entropy,hrv_kurtosis,hrv_peaks,hrv_entropy,hrv_n_sign_changes,hrv_std,hrv_n_above_mean,hrv_mean,hrv_ptp,hrv_skewness,hrv_max,hrv_pct_95,hrv_pct_5,hrv_min
0,0.030088958660387244 +/- 0.007988474745721277,-0.022972265829408655 +/- 0.004999780247810536,-0.007221350078492917 +/- 0.001982971776190112,-0.0004186289900575457 +/- 0.0038367980700833586,0.009680795395081121 +/- 0.0017706880497842558,0.010518053375196257 +/- 0.001878736061854129,-0.011459968602825731 +/- 0.002514497912450857,-0.0005756148613291434 +/- 0.0007918757692528197,0.0016221873364730798 +/- 0.0028894689047155434,-0.0023024594453165737 +/- 0.002915413558803592,0.001988487702773445 +/- 0.0008372579801151373,-0.024856096284667693 +/- 0.003896638239901923,0.0 +/- 0.0,-0.005546834118262655 +/- 0.0009419152276295059,-0.0035060177917320525 +/- 0.002375627307758493,-0.02443746729461015 +/- 0.0037810825535322242,0.022396650968079558 +/- 0.005816721394700259,-0.02360020931449499 +/- 0.0037549206072025674,-0.02595499738356879 +/- 0.0034568591449322425,0.03950811093668237 +/- 0.004982223629573445,-0.027106227106227076 +/- 0.0023727439139203783,-0.017896389324960738 +/- 0.008450060125351924
