,scl_max,scr_skewness,scl_entropy,scl_min,scl_iqr_5_95,scl_pct_95,scr_mean,scr_perm_entropy,scr_lineintegral,scr_svd_entropy,scl_iqr,scl_lineintegral,scr_iqr_5_95,scr_pct_5,scr_ptp,scr_sum,scr_kurtosis,scr_rms,scl_n_above_mean,scl_skewness,scl_kurtosis,scl_ptp,scr_std,scr_min,scl_energy,scr_n_below_mean,scr_n_sign_changes,scl_peaks,scl_n_sign_changes,scr_peaks,scl_perm_entropy,scr_entropy,scl_n_below_mean,scr_energy,scl_sum,scr_n_above_mean,scl_rms,scl_pct_5,scr_pct_95,scl_svd_entropy,scl_mean,scr_iqr,scr_max,scl_std
0,-0.01627772976087587 +/- 0.0022840101383438277,-0.006367041198501932 +/- 0.002743627121188135,0.00751944684528949 +/- 0.00445664110071612,0.012388360702967383 +/- 0.0025639407042681627,-0.001210025929127112 +/- 0.00228237422302949,0.011610486891385708 +/- 0.0022466369017438144,0.0005762028233937677 +/- 0.00022316239390417556,0.009968308844713291 +/- 0.0009658919397430194,0.03183520599250931 +/- 0.003794307623599281,0.03454335926246034 +/- 0.003957490022154358,-0.003226735811005521 +/- 0.0023889844357969287,0.0033131662345145087 +/- 0.0024386725155643215,0.017314894842984697 +/- 0.0006370885735377718,0.0005762028233937788 +/- 0.0015988979458959008,-0.0044655718813022775 +/- 0.0004124984460753684,0.01354076634975504 +/- 0.0025639407042681553,0.015730337078651645 +/- 0.002141273889491453,-0.021117833477384086 +/- 0.0018449740877655115,5.762028233937677e-05 +/- 0.00011524056467875355,0.0020743301642177523 +/- 0.0011143232270708063,-0.006078939786805004 +/- 0.0006626332469028918,0.013713627196773215 +/- 0.0030139318537878382,0.002650532987611587 +/- 0.001299972823126289,0.00031691155286655003 +/- 0.000610475946425147,0.006972054163065356 +/- 0.0030728416308783454,-0.0016709881878421927 +/- 0.0007378996528300735,0.0 +/- 0.0,0.0 +/- 0.0,0.0002304811293575071 +/- 0.0002511609878156247,0.0 +/- 0.0,-0.008585422068568193 +/- 0.002108461476638684,0.0010947853644482253 +/- 0.0006670029906534176,0.0009507346585997722 +/- 0.0016249021783006168,-0.01319504465571888 +/- 0.0013562203740639213,0.001901469317199611 +/- 0.0009572600245367962,0.0006626332469028329 +/- 0.00018447491320749366,-0.043820224719101186 +/- 0.001913002051401223,-0.028867761452031182 +/- 0.0026897009546490895,0.008988764044943764 +/- 0.0030265735492178317,0.006626332469029039 +/- 0.0019110485683407484,-0.0025641025641025992 +/- 0.0015751007701338706,0.0006338231057331667 +/- 0.001793648218527615,-0.009248055315471094 +/- 0.0016269441548251834,0.0228176318063958 +/- 0.002088685561554794
