,scl_min,scl_pct_5,scl_energy,scl_mean,scl_lineintegral,scr_lineintegral,scl_iqr_5_95,scl_rms,scr_rms,scl_sum,scl_max,scl_kurtosis,scr_svd_entropy,scl_perm_entropy,scl_std,scr_iqr_5_95,scr_energy,scr_pct_5,scr_n_sign_changes,scr_peaks,scl_peaks,scr_std,scl_iqr,scl_n_sign_changes,scl_ptp,scr_min,scr_perm_entropy,scr_entropy,scr_max,scl_n_above_mean,scl_n_below_mean,scl_skewness,scr_mean,scr_pct_95,scr_skewness,scr_kurtosis,scr_sum,scr_ptp,scr_n_below_mean,scr_n_above_mean,scr_iqr,scl_pct_95,scl_entropy,scl_svd_entropy
0,0.013435927789286784 +/- 0.0024267534773601703,0.01781592187037585 +/- 0.0027117398494123255,-0.0005031074282331848 +/- 0.001663887871781066,0.009351879254217243 +/- 0.002338531667965483,0.011068363421130522 +/- 0.0015782529299761241,0.015448357502219612 +/- 0.0022608380295690202,0.02382361645457237 +/- 0.000919338536076282,0.002042024267534781 +/- 0.0018072074153030057,0.010949985202722713 +/- 0.002011559096533443,0.0049126960639242715 +/- 0.0017113740508790647,-0.003936075762059776 +/- 0.0015884861675430348,0.004084048535069584 +/- 0.0008556870254395205,0.011393903521752024 +/- 0.0019372569220542236,0.0009470257472624866 +/- 0.0005738597049323754,0.013998224326723884 +/- 0.0016103898029491436,0.00793134063332348 +/- 0.001089787075437845,0.0019532406037289117 +/- 0.0009921902701533379,0.002278780704350425 +/- 0.0011156008774768458,5.918910920390541e-05 +/- 0.00011837821840781082,0.0 +/- 0.0,0.0 +/- 0.0,0.01080201242971296 +/- 0.0012642799268004405,0.004942290618526213 +/- 0.001918174657957842,-0.0004439183190292906 +/- 0.0008396721491039272,0.00944066291802309 +/- 0.0013198640497767518,0.0011245930748742029 +/- 0.0005260843099920348,0.0018940514945250176 +/- 0.0010009786638229214,-0.0003551346552234325 +/- 0.0008244088947726467,0.004675939627108628 +/- 0.0017548348127106794,0.0005622965374371125 +/- 0.0008099397563423645,0.00038472920982540737 +/- 0.001413430474845772,0.0013317549570878938 +/- 0.0010187578856501241,0.004735128736312544 +/- 0.0010079542092883156,0.007013909440662924 +/- 0.00148002364605505,0.002900266350991454 +/- 0.0008759188272831618,0.0013021604024859301 +/- 0.0012639335012762773,0.006126072802604332 +/- 0.0021587802574533047,0.001953240603728945 +/- 0.001147719409864792,0.0013317549570878938 +/- 0.0011782201383483035,0.001035809411068378 +/- 0.0011327410008289435,0.005534181710565267 +/- 0.0009639832775911238,-0.021396862977212182 +/- 0.001588486167543034,0.008523231725362557 +/- 0.0025278670025525437,0.004557561408700816 +/- 0.0013830507778097541
