,scl_min,scl_pct_5,scl_energy,scl_mean,scl_lineintegral,scr_lineintegral,scl_iqr_5_95,scl_rms,scr_rms,scl_sum,scl_max,scl_kurtosis,scr_svd_entropy,scl_perm_entropy,scl_std,scr_iqr_5_95,scr_energy,scr_pct_5,scr_n_sign_changes,scr_peaks,scl_peaks,scr_std,scl_iqr,scl_n_sign_changes,scl_ptp,scr_min,scr_perm_entropy,scr_entropy,scr_max,scl_n_above_mean,scl_n_below_mean,scl_skewness,scr_mean,scr_pct_95,scr_skewness,scr_kurtosis,scr_sum,scr_ptp,scr_n_below_mean,scr_n_above_mean,scr_iqr,scl_pct_95,scl_entropy,scl_svd_entropy
0,0.002171326591314715 +/- 0.0013036649018924086,-0.012522308149910743 +/- 0.0014042916875803544,-0.015050565139797712 +/- 0.0010822965733884818,-0.01665675193337297 +/- 0.002544824465937848,0.005294467578822159 +/- 0.0006489418271645188,0.018500892325996453 +/- 0.0019944145882498676,-0.00306365258774538 +/- 0.0010307985396289952,-0.0029149315883402636 +/- 0.001898975574005039,0.0014277215942891442 +/- 0.0007733491969066091,-0.004878048780487776 +/- 0.001586233387980163,-0.008179654967281347 +/- 0.0008848587020014174,0.0010707911957168691 +/- 0.0005012581661615953,-0.0008923259964306651 +/- 0.0010558143574835774,0.0007733491969066142 +/- 0.0005828649001268772,-0.004967281380130839 +/- 0.0014993555218475313,0.0029446757882213292 +/- 0.0007577477217642503,-0.0010113027959547717 +/- 0.0006543723973825088,0.0006246281975015089 +/- 0.0010511955411702648,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0022903033908388106 +/- 0.0005651397977394417,0.0009518143961927628 +/- 0.0010624967935450205,0.00035693039857228606 +/- 0.00025930392287573396,-0.0006841165972635177 +/- 0.001262290016295244,0.0002379535990482129 +/- 0.00041641879833434085,-0.0005353955978583902 +/- 0.0005117385643689682,0.0 +/- 0.00013302010574060849,-0.00017846519928612636 +/- 0.0007310056946724978,-0.0008328375966686119 +/- 0.0002593039228757212,-0.000803093396787602 +/- 0.0007986746925697409,1.1102230246251566e-17 +/- 0.0008091297149753294,-0.001160023795359877 +/- 0.0010256359101467464,0.003271861986912583 +/- 0.0007869575583178543,-0.0017549077929803537 +/- 0.0008140352280430766,-0.0008625817965496552 +/- 0.000721871570464718,0.0004164187983343393 +/- 0.0005674831656257937,-0.0001487209994051053 +/- 0.0009429427414721934,0.0 +/- 0.0005151846542441711,-0.0022605591909577337 +/- 0.0012350112725774264,0.0011897679952409534 +/- 0.0007038762383223964,-0.0014574657941701318 +/- 0.00137242974361206,-0.002736466389054104 +/- 0.0017231110479429164,0.00580011897679954 +/- 0.002277908625644942
