,bvp_n_below_mean,bvp_peaks,scr_max,scr_iqr,scr_lineintegral,scr_std,hrv_sum,hrv_energy,bvp_n_above_mean,bvp_max,scl_svd_entropy,scl_rms,hrv_min,scl_max,hrv_lineintegral,bvp_lineintegral,scl_entropy,bvp_svd_entropy,scr_pct_95,bvp_iqr_5_95,bvp_energy,bvp_skewness,hrv_skewness,scl_ptp,scl_skewness,scr_min,hrv_pct_5,scl_perm_entropy,hrv_iqr_5_95,scl_kurtosis,scl_iqr,scr_n_above_mean,hrv_ptp,bvp_mean,hrv_n_above_mean,hrv_svd_entropy,hrv_rms,hrv_n_below_mean,hrv_kurtosis,hrv_n_sign_changes,bvp_ptp,bvp_sum,bvp_rms,bvp_pct_5,scl_std,bvp_entropy,scl_min,scl_n_sign_changes,scr_sum,scr_perm_entropy,scl_n_above_mean,scl_lineintegral,scr_n_sign_changes,scr_n_below_mean,scr_rms,scr_entropy,scr_ptp,scr_energy,scr_peaks,scr_skewness,scl_sum,scl_n_below_mean,scl_peaks,hrv_perm_entropy,scl_pct_95,scr_iqr_5_95,hrv_peaks,bvp_std,scr_kurtosis,scl_energy,hrv_mean,hrv_entropy,scr_svd_entropy,hrv_pct_95,bvp_perm_entropy,scl_mean,scr_pct_5,bvp_pct_95,hrv_std,scl_iqr_5_95,scl_pct_5,bvp_n_sign_changes,hrv_iqr,scr_mean,bvp_min,hrv_max,bvp_iqr,bvp_kurtosis
0,0.019172198360015637 +/- 0.004931251476110208,-0.023935962514642705 +/- 0.00548068140505564,-0.004373291682936353 +/- 0.002367435594099816,0.018117922686450627 +/- 0.0038425348223795593,0.0004295197188598276 +/- 0.0055178333534821435,0.0 +/- 0.0,0.001483795392424836 +/- 0.0003404060088669019,-0.00023428348301445244 +/- 0.00025901013591216927,-0.0012104646622413174 +/- 0.0028397310168804092,-0.0016009371339320456 +/- 0.0010968037411314682,-7.809449433815452e-05 +/- 0.00015618898867630904,0.0 +/- 0.0,0.008121827411167515 +/- 0.002412096089258958,0.0 +/- 0.0,0.015931276844982446 +/- 0.004835556604580314,-0.00011714174150723178 +/- 0.00017893696583194668,0.0042171026942600665 +/- 0.0016269165682155139,0.012768449824287398 +/- 0.0033637339405360226,-7.809449433815452e-05 +/- 0.00015618898867630904,0.01819601718078876 +/- 0.0015143084287126355,0.006286606794221006 +/- 0.0012646727638189364,0.0017571261226083656 +/- 0.004217283464678051,0.0007028504490433574 +/- 0.001280844940793189,0.0 +/- 0.0,3.904724716907726e-05 +/- 0.00021027586127039726,0.0001952362358453863 +/- 0.0002619368970128789,-0.0008590394377196331 +/- 0.0006717942418619801,-0.0012495119094103723 +/- 0.0006487015902318201,0.0 +/- 0.0,0.002772354549004319 +/- 0.0013235807307050674,-0.0016399843811011118 +/- 0.001073621794991617,-0.0004685669660288827 +/- 0.0004205517225407512,0.00261616556032801 +/- 0.0010912290989833686,0.0 +/- 0.0,0.0 +/- 0.0,-0.0035532994923857973 +/- 0.0013350504488308327,0.002381882077313535 +/- 0.0013799763410442985,0.0 +/- 0.0,0.000976181179226876 +/- 0.0010657824337334013,0.0 +/- 0.0,-0.002967590784849672 +/- 0.0008938323422303301,-0.0005466614603670261 +/- 0.0005000487495066475,0.0 +/- 0.0,0.01893791487700116 +/- 0.0007039342591690593,-0.00023428348301443024 +/- 0.000468566966028879,0.0 +/- 0.0,0.004334244435767265 +/- 0.0011106179346604965,-0.001054275673564986 +/- 0.00035142522452167435,-0.0017180788754392884 +/- 0.0013206977372345109,0.0 +/- 0.0,0.00011714174150723178 +/- 0.00017893696583194668,0.032643498633346354 +/- 0.002189433154061108,0.0 +/- 0.0,0.0013276064037485269 +/- 0.0008766085248201385,0.0 +/- 0.0,0.0 +/- 0.0,0.001522842639593902 +/- 0.0011772599321890965,-0.01401796173369776 +/- 0.0021276271340609568,0.0 +/- 0.0,0.0 +/- 0.0,0.037875829754002346 +/- 0.0018644804976670716,0.0 +/- 0.0,0.0 +/- 0.0,-0.00015618898867629792 +/- 0.0012123525729215122,0.002147598594299116 +/- 0.0005857087075360997,0.0 +/- 0.0,0.0011714174150722623 +/- 0.0008002304385755312,-0.0005076142131979489 +/- 0.0004636603704426949,0.0 +/- 0.0,-0.006052323311206542 +/- 0.0020827232101670603,-0.013783678250683329 +/- 0.001077166280682043,0.0 +/- 0.0,0.008004685669660283 +/- 0.0005857087075361219,0.011089418196017187 +/- 0.0007028504490433302,0.015853182350644278 +/- 0.005481098678755679,7.809449433815452e-05 +/- 0.00015618898867630904,0.004841858648965247 +/- 0.0004685669660289271,-0.00023428348301443024 +/- 0.0013435884837239506,0.0 +/- 0.0,0.0 +/- 0.0,-0.035806325654041384 +/- 0.0016662700736705856,0.011909410386567754 +/- 0.002573862319043635,-0.00015618898867630904 +/- 0.00019129166284914846,0.0 +/- 0.0,-0.01639984381101133 +/- 0.006013783149762897,0.009332292073408832 +/- 0.0022664227818713794,0.005935181569699344 +/- 0.0024184088351740848,-0.005427567356501373 +/- 0.0012646727638189529
