,hrv_rms,bvp_rms,hrv_pct_95,hrv_pct_5,bvp_lineintegral,bvp_pct_5,bvp_iqr_5_95,hrv_iqr_5_95,bvp_peaks,bvp_min,bvp_n_above_mean,bvp_n_below_mean,bvp_pct_95,bvp_skewness,hrv_svd_entropy,bvp_n_sign_changes,scl_std,scl_ptp,bvp_ptp,hrv_skewness,hrv_peaks,scl_svd_entropy,bvp_kurtosis,scr_entropy,scr_perm_entropy,hrv_perm_entropy,scr_n_above_mean,scr_n_below_mean,scl_min,scl_skewness,scl_rms,scl_sum,scl_mean,bvp_max,scr_energy,scr_peaks,scl_entropy,scr_kurtosis,hrv_std,hrv_n_sign_changes,bvp_entropy,scl_peaks,scr_pct_5,scl_n_above_mean,scl_n_below_mean,scr_sum,scr_min,scr_mean,scl_n_sign_changes,bvp_mean,bvp_sum,scl_kurtosis,scl_energy,scr_skewness,scr_n_sign_changes,scr_pct_95,scr_iqr_5_95,scl_iqr,scl_max,scr_iqr,hrv_kurtosis,scr_max,scr_rms,scr_ptp,scl_perm_entropy,scl_pct_5,hrv_ptp,hrv_iqr,scr_std,scr_lineintegral,scr_svd_entropy,bvp_perm_entropy,hrv_n_above_mean,scl_lineintegral,hrv_entropy,bvp_svd_entropy,scl_iqr_5_95,bvp_energy,hrv_n_below_mean,scl_pct_95,bvp_std,hrv_lineintegral,bvp_iqr,hrv_min,hrv_energy,hrv_sum,hrv_mean,hrv_max
0,0.3133249264396806 +/- 0.007439507151854677,0.29550231189575454 +/- 0.0073889852170016534,0.16733921815889033 +/- 0.006994540571343621,0.1867171080285835 +/- 0.00875851468054745,-0.006389239176124406 +/- 0.002748681416439151,0.03837746952501051 +/- 0.004646852956382078,0.028205128205128216 +/- 0.004217923788119789,0.024506094997898298 +/- 0.00424964108528784,0.00798654897015555 +/- 0.002192249652863428,-0.0068095838587641675 +/- 0.003345901427849101,0.013787305590584286 +/- 0.0033353231483610607,0.013787305590584286 +/- 0.0033353231483610607,0.015594787725935266 +/- 0.004296778067440294,0.006221101303068533 +/- 0.004061495528938595,0.010676754939050037 +/- 0.004715360626273284,0.0050021017234132105 +/- 0.0018172313006487905,0.024590163934426257 +/- 0.0047117995290425745,0.021773854560739804 +/- 0.005316321733085295,-0.006389239176124406 +/- 0.0025066080732871953,0.0003783102143757877 +/- 0.0004388527326149952,-0.0006725514922236164 +/- 0.001263833239039328,-0.03421605716687681 +/- 0.004417420649153289,-0.0003362757461117916 +/- 0.001140366537725994,-0.0016393442622950616 +/- 0.001374340708219574,-0.004539722572509441 +/- 0.0012860074435290807,0.00029424127784783983 +/- 0.00032829969213564805,0.00046237915090376893 +/- 0.0006076852582934545,0.00046237915090376893 +/- 0.0006076852582934545,0.0036569987389659885 +/- 0.0017234131988230154,0.00033627574611181375 +/- 0.00031455715735806145,4.203446826397395e-05 +/- 0.0002942412778478176,0.006221101303068533 +/- 0.003946765731586552,0.006221101303068533 +/- 0.003946765731586552,-0.0008827238335434972 +/- 0.0018934183488113067,-0.002480033627574596 +/- 0.0027270620568825006,-0.0012189995796552887 +/- 0.0014736064012575202,0.029592265657839446 +/- 0.003363808158678871,-0.00016813787305588467 +/- 0.0011465474314405995,-0.02837326607818409 +/- 0.0018346492511807655,0.0 +/- 0.0,0.0 +/- 0.0,0.0009247583018075045 +/- 0.0015015192181161677,0.0 +/- 0.0,1.1102230246251566e-17 +/- 0.0007975479596893819,1.1102230246251566e-17 +/- 0.0007975479596893819,0.026860025220680973 +/- 0.004746173591639591,8.406893652797009e-05 +/- 0.0004902019247453013,0.026860025220680973 +/- 0.004746173591639591,-0.00542244640605295 +/- 0.0011807122240595361,-0.0007986548970155272 +/- 0.0012533040366435998,-0.0007986548970155272 +/- 0.0012533040366435998,0.0022698612862547484 +/- 0.0010158088250184461,-0.0031525851197981903 +/- 0.002712770542288795,0.0006305170239596536 +/- 0.00038753864889842294,0.0009667927700714784 +/- 0.0009594545784374239,-0.0007986548970155161 +/- 0.0013998172177676835,-0.0007145859604875792 +/- 0.0018133379243483135,-0.00012610340479193293 +/- 0.000679087617545347,-0.009962168978562402 +/- 0.005379919323812905,-8.40689365279368e-05 +/- 0.0018685254956614318,1.1102230246251566e-17 +/- 0.00046046452921829126,0.0018915510718789607 +/- 0.0024238256819400475,0.001807482135351013 +/- 0.003341938496898023,0.0018495166036149979 +/- 0.002585717780450573,-0.005212274064733069 +/- 0.001066715219878058,-0.008827238335435039 +/- 0.003288374479295152,0.012063892391761278 +/- 0.0020250844002431155,-0.017864649012189992 +/- 0.003169354307884711,0.05994115174443045 +/- 0.0056993530917791675,0.07166876839007988 +/- 0.0034213578386085982,-0.002984447246742328 +/- 0.0018934183488113086,0.023665405632618753 +/- 0.004066929842601667,0.060739806641446 +/- 0.006181354001619485,0.003741067675493914 +/- 0.0025942453340410997,-0.034426229508196717 +/- 0.004594850002360126,0.0003783102143757988 +/- 0.002410668509279467,0.0025220680958386145 +/- 0.003664479986162815,-0.008869272803699035 +/- 0.0036714647714682757,0.06788566624632202 +/- 0.007680354184204242,-0.011979823455233274 +/- 0.0040329000095682185,0.08974358974358973 +/- 0.006876844146672672,0.020260613703236684 +/- 0.006236985957458226,-0.0016393442622950616 +/- 0.0021470521713530272,-0.022698612862547273 +/- 0.004725840881901712,-0.026902059688944935 +/- 0.005708026968227967,0.0671710802858344 +/- 0.006875687845512345,0.0671710802858344 +/- 0.006875687845512345,-0.04682639764606977 +/- 0.004377239528186568
