,bvp_peaks,scr_iqr,scr_mean,hrv_rms,hrv_pct_5,scr_pct_95,scl_max,scr_rms,scr_lineintegral,hrv_min,bvp_max,bvp_min,bvp_ptp,scr_sum,scl_kurtosis,hrv_mean,scr_perm_entropy,scl_iqr,scl_lineintegral,bvp_std,scr_svd_entropy,bvp_lineintegral,scl_entropy,hrv_iqr_5_95,scr_n_below_mean,scr_ptp,scl_n_above_mean,hrv_peaks,scr_n_above_mean,hrv_std,scl_pct_95,hrv_skewness,scr_kurtosis,hrv_perm_entropy,scl_skewness,bvp_pct_95,scl_n_sign_changes,bvp_sum,hrv_n_sign_changes,scr_peaks,bvp_mean,scr_n_sign_changes,scl_peaks,bvp_entropy,scr_min,scr_entropy,hrv_iqr,bvp_kurtosis,hrv_n_above_mean,hrv_kurtosis,bvp_rms,scr_max,scr_skewness,scr_pct_5,scl_ptp,scl_std,scl_rms,hrv_svd_entropy,hrv_pct_95,hrv_n_below_mean,scl_sum,hrv_sum,bvp_energy,scl_n_below_mean,scr_std,scl_perm_entropy,hrv_entropy,scl_energy,scr_energy,bvp_iqr,hrv_energy,bvp_pct_5,hrv_lineintegral,scr_iqr_5_95,bvp_n_sign_changes,bvp_iqr_5_95,hrv_ptp,scl_svd_entropy,bvp_perm_entropy,hrv_max,scl_min,scl_mean,scl_iqr_5_95,scl_pct_5,bvp_n_above_mean,bvp_svd_entropy,bvp_n_below_mean,bvp_skewness
0,0.023355817875210794 +/- 0.00260701936488031,0.0017284991568296659 +/- 0.0005480607082630796,0.0003372681281618828 +/- 0.0007954452893808186,0.003246205733558183 +/- 0.0013204434876362544,0.0013490725126475422 +/- 0.0009576573938955045,0.00033726812816186057 +/- 0.0007003898703978258,-0.0001686340640809858 +/- 0.0010863489651538848,-0.0027824620573355997 +/- 0.0007588532883642511,0.0005902192242832838 +/- 0.0009274873524451948,0.006365935919055654 +/- 0.001783160706792299,0.0002107925801011823 +/- 0.0014755480607082571,-0.0008431703204047402 +/- 0.0008639924760505466,-0.004089376053962901 +/- 0.0011781777919462248,0.0017706576728498957 +/- 0.001174400360639497,0.0 +/- 0.0,-0.00042158516020238677 +/- 0.0007541544612140748,0.00042158516020233126 +/- 0.0003265584608943802,0.001433389544688013 +/- 0.0009081222271727741,0.0033726812816188946 +/- 0.0009613620784984276,0.0018549747048903886 +/- 0.00168844725080107,-4.2158516020263105e-05 +/- 0.0006652501618068901,0.0010539629005058893 +/- 0.0009091002804742027,0.000252951096121401 +/- 0.0008680969764744669,0.001433389544688002 +/- 0.0005718659344962265,0.0001264755480606672 +/- 0.0005006046411061386,0.000548060708263054 +/- 0.0011320169968041796,-0.0009696458684654519 +/- 0.00032926853608375504,0.0 +/- 0.0,-0.0002529510961214454 +/- 0.00020653370512508076,-0.0001686340640809858 +/- 0.0009832971154882404,-0.009190556492411484 +/- 0.0019208744940800231,0.0005480607082630317 +/- 0.00032926853608377353,-0.0002107925801012045 +/- 0.0002107925801012045,0.00025295109612136766 +/- 0.0004694573661745438,0.000548060708263054 +/- 0.0005977001213641643,0.001096121416526108 +/- 0.0013089523352664445,-0.000421585160202409 +/- 0.0,0.0001686340640809192 +/- 0.00020653370512502638,0.0 +/- 0.0,0.0 +/- 0.0,8.43170320404596e-05 +/- 0.0001686340640809192,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,4.21585160202298e-05 +/- 0.00012647554806068939,4.21585160202298e-05 +/- 0.0001264755480606894,0.0002951096121416308 +/- 0.0005977001213641753,-0.002318718381112994 +/- 0.0010196784673227593,0.0006323777403035025 +/- 0.00028280792295531763,4.215851602019649e-05 +/- 0.0003501949351988989,-0.0005059021922428463 +/- 0.0005592959174292196,0.0024030354131534203 +/- 0.0007067055065025237,0.00037942664418209036 +/- 0.00029510961214164347,0.0002951096121416308 +/- 0.00037942664418212494,0.0006745362563237656 +/- 0.0006849948064617183,-0.00033726812816190497 +/- 0.0008174839557194478,-0.003836424957841489 +/- 0.0008098386472301178,-0.0007166947723440176 +/- 0.0010505848055967024,0.005269814502529513 +/- 0.001336498101530137,-0.0001264755480607338 +/- 0.00026994621574338303,-0.002403035413153465 +/- 0.001485153031518419,0.003541315345699825 +/- 0.0009081222271727761,0.0001686340640809192 +/- 0.0005059021922428408,-0.0001686340640809636 +/- 0.00020653370512508076,0.001981450252951078 +/- 0.0005671848249187925,-0.0001264755480607227 +/- 0.00019319459084976234,0.0002107925801011601 +/- 0.0008691200728536514,-0.010792580101180449 +/- 0.0006309708915301661,0.000843170320404707 +/- 0.0004988262886256195,0.0021079258010117787 +/- 0.0010497385833042592,0.002655986509274855 +/- 0.0005349315995130374,-0.0011382799325463711 +/- 0.0008650204270102344,0.0010118043844856706 +/- 0.0013621833407591434,-0.0001264755480607227 +/- 0.00032926853608374935,0.0017284991568296548 +/- 0.00115378854834771,-2.2204460492503132e-17 +/- 0.0007541544612140873,-0.0016441821247892064 +/- 0.0010573302026968367,-0.0016020236087689655 +/- 0.0010631973198076043,0.013996627318718369 +/- 0.002943860075901529,0.00223440134907249 +/- 0.002141801989187271,-0.00999156829679596 +/- 0.0010335287244629908,-0.0016863406408094584 +/- 0.0016108746352902843,-0.0001686340640809636 +/- 0.0005718659344962282,-0.00969645868465432 +/- 0.0014234353301968085,-0.01800168634064083 +/- 0.00339395692454955,0.005522765598650925 +/- 0.001057330202696825,-0.014376053962900514 +/- 0.002454262997947364,0.003794266441821237 +/- 0.001423435330196792
