,scr_mean,scr_sum,bvp_peaks,scr_max,scr_lineintegral,hrv_min,scr_iqr_5_95,bvp_max,scr_iqr,hrv_pct_5,scr_std,hrv_mean,scr_rms,scl_pct_5,scr_perm_entropy,bvp_ptp,bvp_kurtosis,bvp_pct_5,bvp_min,scr_pct_95,scr_energy,hrv_energy,hrv_svd_entropy,hrv_iqr,scr_skewness,scr_n_above_mean,scl_kurtosis,scl_pct_95,bvp_std,bvp_n_sign_changes,bvp_energy,hrv_kurtosis,hrv_n_below_mean,scr_n_below_mean,scl_skewness,hrv_ptp,hrv_skewness,bvp_iqr_5_95,scl_n_below_mean,bvp_rms,bvp_lineintegral,bvp_sum,hrv_rms,bvp_mean,bvp_entropy,scl_peaks,scr_n_sign_changes,scr_peaks,scl_n_sign_changes,hrv_n_sign_changes,hrv_peaks,scr_entropy,scr_kurtosis,scr_min,hrv_sum,hrv_iqr_5_95,hrv_n_above_mean,bvp_iqr,scl_entropy,hrv_perm_entropy,scr_svd_entropy,scl_n_above_mean,hrv_entropy,scl_perm_entropy,scr_pct_5,hrv_pct_95,scr_ptp,scl_mean,scl_max,bvp_n_above_mean,scl_iqr,bvp_skewness,bvp_pct_95,hrv_std,scl_lineintegral,hrv_max,scl_energy,scl_rms,scl_svd_entropy,scl_std,scl_sum,hrv_lineintegral,bvp_perm_entropy,scl_ptp,scl_min,scl_iqr_5_95,bvp_n_below_mean,bvp_svd_entropy
0,0.018374699759807867 +/- 0.0020369182118828797,0.013050440352281856 +/- 0.002251779201028855,0.012169735788630943 +/- 0.001423249706535739,0.011609287429943993 +/- 0.0019447490474765682,0.010928742994395547 +/- 0.0017082936984268977,0.00980784627702166 +/- 0.0017654985645476327,0.009567654123298663 +/- 0.0012461475113108935,0.008927141713370723 +/- 0.001953382369696679,0.008206565252201804 +/- 0.0017925230726371377,0.0075260208166533895 +/- 0.0008164963192302129,0.007526020816653378 +/- 0.000993568746676611,0.006925540432345922 +/- 0.0013039629683668937,0.006845476381104931 +/- 0.0016837262485839253,0.004883907125700615 +/- 0.0016583118636675869,0.00380304243394719 +/- 0.0011216113471674628,0.00372297838270621 +/- 0.0012791469422474278,0.003642914331465219 +/- 0.0011664373326127659,0.003642914331465208 +/- 0.0008669498730066961,0.0036028823058447124 +/- 0.000996789399358565,0.003242594075260252 +/- 0.001065934904379029,0.0032025620496397567 +/- 0.0013751452391767265,0.0030824659727782698 +/- 0.0012538398529516014,0.0025620496397118276 +/- 0.00040824815961510645,0.002401921537229834 +/- 0.0009967893993585916,0.0023618895116093498 +/- 0.0005204163330664424,0.0023218574859888543 +/- 0.0007553227487635235,0.0017614091273019162 +/- 0.000543020815302252,0.0017213771016813984 +/- 0.0015816450172248526,0.001561248999199416 +/- 0.0015238483835607912,0.0015212169735789205 +/- 0.0011574725616333927,0.001281024819855936 +/- 0.002241793434747791,0.0011609287429944714 +/- 0.00045467640879106393,0.0011609287429944603 +/- 0.0005503493628850282,0.0008406725380304958 +/- 0.0002802241793435039,0.0007606084867894603 +/- 0.0008291559318338195,0.0006805444355484913 +/- 0.0016988867232924758,0.0006405124099279957 +/- 0.0005126600670483027,0.0006405124099279847 +/- 0.001229967293493794,0.0006004803843074891 +/- 0.0008056289750800184,0.0005604483586869935 +/- 0.0016525033979624048,0.00012009607686150892 +/- 0.0013640292263731699,0.00012009607686148671 +/- 0.00018344978762833248,4.003202562052888e-05 +/- 0.0010039980947946097,4.003202562049557e-05 +/- 0.00012009607686148671,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0002531847606219627,-0.00012009607686148671 +/- 0.00031266011512836244,-0.00028022417934345787 +/- 0.0008213884919408888,-0.0003202562049639646 +/- 0.0001601281024819823,-0.0005204163330664091 +/- 0.001465959441441203,-0.0006805444355484025 +/- 0.0013522294438794663,-0.0007205764611689202 +/- 0.0001601281024819823,-0.0008406725380303848 +/- 0.002578572124129374,-0.001120896717373876 +/- 0.0008358932353010677,-0.001401120896717345 +/- 0.0008996078884805352,-0.0015212169735788206 +/- 0.0012760110048446113,-0.0016012810248198228 +/- 0.0005063695212439254,-0.002041633306645274 +/- 0.0010955910475103062,-0.002241793434747752 +/- 0.0006746316872038578,-0.0024419535628502297 +/- 0.0006316947092897988,-0.0027622097678142053 +/- 0.0018384247403050627,-0.0031224979983986655 +/- 0.0009607686148919132,-0.003482786228983148 +/- 0.00149839609865597,-0.0035228182546036433 +/- 0.0017884954286380064,-0.00356285028022415 +/- 0.002747083821344722,-0.003642914331465119 +/- 0.0008291559318338002,-0.003682946357085637 +/- 0.0019513302813377088,-0.0038030424339471126 +/- 0.0014125123109989973,-0.004683746997598048 +/- 0.0006945296866652667,-0.004763811048839039 +/- 0.0012841485133983676,-0.0049639711769415285 +/- 0.0019215372297838249,-0.005284227381905493 +/- 0.0019098255311251564,-0.005644515612489953 +/- 0.0017763577047505078,-0.006765412329863862 +/- 0.0009379803453850873,-0.00768614891913526 +/- 0.0004999998397436564,-0.009807846277021559 +/- 0.0011216113471675044,-0.010568454763811009 +/- 0.002733926513845307,-0.010968775020015952 +/- 0.003785937683758818,-0.014291433146517162 +/- 0.0012665566068500009,-0.015292233787029586 +/- 0.0012115889471915004,-0.01801441152922335 +/- 0.002250355375909564,-0.02049639711769411 +/- 0.002453411280391436,-0.028102481985588422 +/- 0.00281251690476386
