,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_iqr,hrv_mean,hrv_sum,hrv_peaks,hrv_n_sign_changes,hrv_kurtosis,hrv_rms,hrv_std,hrv_ptp,hrv_n_below_mean,hrv_n_above_mean,hrv_pct_95,hrv_perm_entropy,hrv_skewness,hrv_energy,hrv_entropy,hrv_min,hrv_pct_5,hrv_iqr_5_95
0,0.01946824224519942 +/- 0.005386797141063546,-0.01816838995568686 +/- 0.004059754964476177,-0.0047267355982274495 +/- 0.0024289281880170584,-0.013973412112259975 +/- 0.0028120911406587577,-0.010635155096011772 +/- 0.0017427333771052001,-0.012584933530280618 +/- 0.001367898009192382,-0.0018611521418020582 +/- 0.0012326526466779886,0.0 +/- 0.0,-0.000531757754800588 +/- 0.0018953045710304707,-0.011078286558345595 +/- 0.00130287013714624,-0.01813884785819795 +/- 0.001969374689807843,-0.012319054652880357 +/- 0.003452888644885367,-0.008567208271787263 +/- 0.0025618296471112377,-0.009896602658788733 +/- 0.0018835259236981048,-0.011816838995568657 +/- 0.0025447391985061506,-0.0049335302806499 +/- 0.0022344842655658,-0.006676514032496273 +/- 0.001513293763647342,-0.011846381093057579 +/- 0.0021646517106910035,-0.010369276218611478 +/- 0.002525633375065474,-0.013205317577548004 +/- 0.002675313819478535,-0.013264401772525858 +/- 0.0023052302717754326,-0.004756277695716371 +/- 0.0015089622202803035
