,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_iqr,hrv_mean,hrv_sum,hrv_peaks,hrv_n_sign_changes,hrv_kurtosis,hrv_rms,hrv_std,hrv_ptp,hrv_n_below_mean,hrv_n_above_mean,hrv_pct_95,hrv_perm_entropy,hrv_skewness,hrv_energy,hrv_entropy,hrv_min,hrv_pct_5,hrv_iqr_5_95
0,0.04333729922665085 +/- 0.003984057648924474,0.01668649613325407 +/- 0.0041863310311980526,0.018500892325996488 +/- 0.002585522166817462,0.00832837596668654 +/- 0.002169492269935812,0.005294467578822149 +/- 0.002085490558353149,0.00383700178465205 +/- 0.0016954193932183154,-0.0082391433670434 +/- 0.00203503372791165,0.0 +/- 0.0,0.0030041641879833825 +/- 0.0012790005948840031,0.0007138607971445942 +/- 0.0026710225247642554,-0.0013682331945270465 +/- 0.0015750389404965614,0.007971445568114266 +/- 0.0027319363481749046,-0.007644259369422923 +/- 0.00164025171671175,-0.006038072575847675 +/- 0.0015572445107327145,0.013831052944675837 +/- 0.0023010940437051216,0.006038072575847741 +/- 0.0027713231460778738,-0.0041046995835811615 +/- 0.0018325903391730324,0.0011897679952409756 +/- 0.0023795359904818596,-0.0018441403926234058 +/- 0.0022761601986566182,0.01784651992861397 +/- 0.0038529934359812514,0.011481261154075006 +/- 0.002398791808882325,0.0042236763831053235 +/- 0.0030356575424563964
