,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_iqr,hrv_mean,hrv_sum,hrv_peaks,hrv_n_sign_changes,hrv_kurtosis,hrv_rms,hrv_std,hrv_ptp,hrv_n_below_mean,hrv_n_above_mean,hrv_pct_95,hrv_perm_entropy,hrv_skewness,hrv_energy,hrv_entropy,hrv_min,hrv_pct_5,hrv_iqr_5_95
0,0.019936617689426717 +/- 0.004475875882670931,0.01809276865456646 +/- 0.005296366586596599,0.0126476519734947 +/- 0.0029730334794924223,-0.008268510515701466 +/- 0.0021638314872515457,-0.0021319504465571403 +/- 0.0021178883260719113,-0.0026793431287812975 +/- 0.002213136463510075,-0.007000864304235033 +/- 0.002640650221377631,0.0 +/- 0.0,-0.0036876980697204908 +/- 0.0028543857278019833,-0.009248055315470993 +/- 0.0018241620418642172,-0.008066839527513614 +/- 0.0022501439573340883,0.004811293575338582 +/- 0.0021753087503327767,-0.0027657735522903515 +/- 0.0024622138426069044,-0.001901469317199611 +/- 0.0009996745360355633,-0.01941803514837216 +/- 0.0035524200845401042,0.006799193316047314 +/- 0.00211003554290989,-0.004523192163641554 +/- 0.001962687563267189,-0.004724863151829383 +/- 0.0015091674853020683,-0.004955344281186924 +/- 0.0017324455636269513,-0.022241428983001976 +/- 0.003197276726938658,-0.02077211178334769 +/- 0.0015803616423972773,0.0011235955056180357 +/- 0.00199789552838786
