,bvp_peaks,bvp_max,bvp_skewness,bvp_n_below_mean,bvp_min,bvp_ptp,bvp_iqr_5_95,bvp_entropy,bvp_mean,bvp_sum,bvp_n_above_mean,bvp_energy,bvp_svd_entropy,bvp_lineintegral,bvp_pct_95,bvp_rms,bvp_pct_5,bvp_kurtosis,bvp_std,bvp_n_sign_changes,bvp_perm_entropy,bvp_iqr
0,-0.006095163193079034 +/- 0.005846539651669878,-0.017184427841132534 +/- 0.0028030331714033333,-0.0015336217066457159 +/- 0.0018895814041264634,0.0010617381046008623 +/- 0.0037965130217341085,0.0024380652772316045 +/- 0.002003576752317268,-0.0021234762092017466 +/- 0.0016702131798344694,0.00035391270153363187 +/- 0.0016909162406606297,0.0 +/- 0.0,-3.932363350372947e-05 +/- 0.0005684951747857407,0.00015729453401494009 +/- 0.000503588221583419,0.0065277231616201244 +/- 0.003309732664176311,-0.00696028313016126 +/- 0.0010411484305838528,-0.04337396775462053 +/- 0.002942974005830536,0.00916240660637042 +/- 0.001492745017389093,-0.006055839559575315 +/- 0.0023409950556251965,-0.0002752654345261507 +/- 0.002493564901688994,-0.018403460479748324 +/- 0.0012657079779340291,-0.0012976799056232725 +/- 0.002379323556021367,-0.0016122689736531638 +/- 0.0014335608441650184,-0.007668108533228491 +/- 0.002014736682257088,-0.022257176563114434 +/- 0.0033927887707625552,-0.03476209201730242 +/- 0.0022739806991428834
