,bvp_peaks,bvp_max,bvp_skewness,bvp_n_below_mean,bvp_min,bvp_ptp,bvp_iqr_5_95,bvp_entropy,bvp_mean,bvp_sum,bvp_n_above_mean,bvp_energy,bvp_svd_entropy,bvp_lineintegral,bvp_pct_95,bvp_rms,bvp_pct_5,bvp_kurtosis,bvp_std,bvp_n_sign_changes,bvp_perm_entropy,bvp_iqr
0,0.014418212478920733 +/- 0.0041384118690752075,0.009190556492411461 +/- 0.002724366681518316,-0.005564924114671177 +/- 0.00201127494803989,0.010666104553119716 +/- 0.004583660298459074,0.03107082630691401 +/- 0.0029813553470888917,-0.0027403035413153588 +/- 0.0022644264758846107,0.022639123102866764 +/- 0.003222025093471406,0.0 +/- 0.0,0.0035834738617200766 +/- 0.0017098903702085215,0.002571669477234395 +/- 0.0011066108556835384,0.02495784148397977 +/- 0.005166095676910766,0.007040472175379453 +/- 0.002362758224148721,0.01378583473861721 +/- 0.005083729715308176,0.010286677908937603 +/- 0.0022482785204002097,0.017453625632377734 +/- 0.004502087377474691,-0.002107925801011801 +/- 0.0021824922606314963,0.017411467116357514 +/- 0.0014240595070872384,-0.0036677908937605475 +/- 0.003188756002925916,0.013785834738617197 +/- 0.0020222908862076497,0.010033726812816179 +/- 0.0034343021676924634,0.07145868465430016 +/- 0.006655840389480179,0.011045531197301861 +/- 0.0028331024648248627
