,bvp_peaks,bvp_skewness,bvp_n_above_mean,bvp_rms,bvp_pct_5,bvp_sum,bvp_max,bvp_iqr_5_95,bvp_std,bvp_mean,bvp_energy,bvp_n_below_mean,bvp_lineintegral,bvp_iqr,bvp_entropy,bvp_ptp,bvp_svd_entropy,bvp_pct_95,bvp_kurtosis,bvp_perm_entropy,bvp_min,bvp_n_sign_changes
0,0.0072512647554805465 +/- 0.006710491652975209,0.042116357504215794 +/- 0.005720057759147365,0.025716694772343996 +/- 0.004497347505259554,0.0 +/- 0.0,-0.0013912310286678276 +/- 0.0005977001213641502,-0.0010961214165261968 +/- 0.00042993419170259687,0.03520236087689708 +/- 0.005571467612886456,0.005396290050590169 +/- 0.001011804384485666,0.004510961214165221 +/- 0.00032926853608374935,0.00029510961214161967 +/- 0.0004637436762226015,0.007925801011804345 +/- 0.0013699896129234326,0.08465430016863401 +/- 0.007316172885172023,0.05649241146711631 +/- 0.0059232339931478825,0.01580944350758847 +/- 0.005603277563716472,0.0 +/- 0.0,-0.0020657672849916263 +/- 0.0018611922474404967,-0.01956155143338959 +/- 0.00461900368458765,0.008726812816188822 +/- 0.0016441821247892038,-0.0005059021922428797 +/- 0.0033398486206304306,0.10788364249578411 +/- 0.003735016114128664,0.003667790893760503 +/- 0.0029813553470889077,0.020362563237773988 +/- 0.0052454749892601885
