,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_iqr_5_95,bvp_pct_5,bvp_peaks,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_entropy,bvp_ptp,bvp_mean,bvp_sum,bvp_min,bvp_max,bvp_skewness,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_iqr
0,0.3110455311973019 +/- 0.00866006111987154,0.055059021922428356 +/- 0.0041955667131955195,0.09274873524451942 +/- 0.009767683276610168,0.07571669477234405 +/- 0.009530435852239337,0.052698145025295115 +/- 0.006958071175641725,0.032335581787521106 +/- 0.006679298107846989,0.2531618887015178 +/- 0.00858679040873758,0.0517284991568297 +/- 0.00858223552128315,0.0015177065767285503 +/- 0.0013224609731330634,0.0 +/- 0.0,0.05982293423271503 +/- 0.006411560480934132,0.002065767284991604 +/- 0.0033112555591667614,0.002065767284991604 +/- 0.0033112555591667614,0.11728499156829683 +/- 0.0062695822748807025,-0.00033726812816184946 +/- 0.0025699410883858443,0.009232715008431725 +/- 0.005014737316438442,0.02668634064080949 +/- 0.004880383148796319,0.02668634064080949 +/- 0.004880383148796319,0.04300168634064083 +/- 0.005312642159198444,0.06892917369308602 +/- 0.005208752472596501,0.05784148397976394 +/- 0.003418741135364793,0.05261382799325467 +/- 0.004697601442557866
