,bvp_peaks,bvp_max,bvp_skewness,bvp_n_below_mean,bvp_min,bvp_ptp,bvp_iqr_5_95,bvp_entropy,bvp_mean,bvp_sum,bvp_n_above_mean,bvp_energy,bvp_svd_entropy,bvp_lineintegral,bvp_pct_95,bvp_rms,bvp_pct_5,bvp_kurtosis,bvp_std,bvp_n_sign_changes,bvp_perm_entropy,bvp_iqr
0,0.04422996223248014 +/- 0.0023529745310744846,0.0003357112882921176 +/- 0.00214632175451859,0.005413344523709662 +/- 0.0023548447917076183,0.033277381451951374 +/- 0.004714361061466022,0.006210658833403315 +/- 0.0017484403404112278,0.0003776751993286198 +/- 0.00200770016179701,-0.0017624842635332928 +/- 0.000855899204967313,0.0 +/- 0.0,-4.19639110364578e-05 +/- 0.0006882593145974416,0.0009651699538397507 +/- 0.000461603021401601,0.01644985312631142 +/- 0.002659333532145166,-0.005581200167855594 +/- 0.0014298552276458985,-0.009987410826689002 +/- 0.0026058203434762813,0.003986571548468343 +/- 0.0024486939925967505,-0.002266051195971419 +/- 0.0012334820358119328,0.00041963911036513313 +/- 0.0012306234409244895,-0.005455308434746053 +/- 0.0008600042606764181,0.0021821233738984814 +/- 0.002646056696673859,-0.0012589173310951884 +/- 0.0006224253870831392,0.0021821233738985035 +/- 0.0022582667305201323,0.03411665967268155 +/- 0.0019687291826672106,-0.00020981955518248885 +/- 0.002150010651691076
