,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_iqr_5_95,bvp_pct_5,bvp_peaks,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_entropy,bvp_ptp,bvp_mean,bvp_sum,bvp_min,bvp_max,bvp_skewness,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_iqr
0,0.19433739677546208 +/- 0.009745281837859242,-0.039716869838773095 +/- 0.002994798704626001,-0.014235155328352334 +/- 0.003982379520620416,-0.02473456547384977 +/- 0.0038022110504876997,-0.00916240660637042 +/- 0.0014823497306307976,-0.02426268187180495 +/- 0.004649676710505706,0.2200550530869052 +/- 0.010024364733259523,-0.005662603224537943 +/- 0.0039683761892388035,-0.0047188360204482695 +/- 0.0013277186799948116,0.0 +/- 0.0,0.005937868659064083 +/- 0.0037695348742439044,-0.00019661816751866956 +/- 0.0005630287480643738,-0.00019661816751866956 +/- 0.0005630287480643738,0.02206055839559574 +/- 0.004871847471346752,7.864726700745894e-05 +/- 0.0006765493721622216,0.007314195831694859 +/- 0.0037355382106293027,0.02878489972473456 +/- 0.002409996609680625,0.02878489972473456 +/- 0.002409996609680625,-0.012701533621706628 +/- 0.0033276717259992012,0.01171844278411327 +/- 0.0033542851926285666,0.02587495084545812 +/- 0.002108861608775766,0.023122296500196614 +/- 0.002137990911375242
