,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_iqr_5_95,bvp_pct_5,bvp_peaks,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_entropy,bvp_ptp,bvp_mean,bvp_sum,bvp_min,bvp_max,bvp_skewness,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_iqr
0,0.17383834439672005 +/- 0.008171610260707542,-0.023350253807106536 +/- 0.006821096986585752,-0.011675126903553235 +/- 0.0032596851485264208,-0.021046466224131154 +/- 0.0070142812395881755,-0.010542756735650093 +/- 0.005088142484736238,0.0002733307301835741 +/- 0.0024136758235885616,0.2615384615384616 +/- 0.008363406260417162,0.038461538461538526 +/- 0.003328190915636074,0.016985552518547498 +/- 0.004051328308235757,0.0 +/- 0.0,-0.008824677860210784 +/- 0.0031247558022245445,0.00031237797735265136 +/- 0.0011154124839582674,0.00031237797735265136 +/- 0.0011154124839582674,-0.019055056618508336 +/- 0.005538105631078911,-0.0036704412338929735 +/- 0.002257998015587817,0.016751269035533044 +/- 0.002679506202936022,0.03100351425224528 +/- 0.0028383884178658832,0.03100351425224528 +/- 0.0028383884178658832,0.025458805154236687 +/- 0.001726930448066849,0.02124170245997663 +/- 0.002734422709880761,0.0388129636860602 +/- 0.004567693499692232,0.06278797344787197 +/- 0.0026928449276949046
