,bvp_peaks,bvp_skewness,bvp_n_above_mean,bvp_rms,bvp_pct_5,bvp_sum,bvp_max,bvp_iqr_5_95,bvp_std,bvp_mean,bvp_energy,bvp_n_below_mean,bvp_lineintegral,bvp_iqr,bvp_entropy,bvp_ptp,bvp_svd_entropy,bvp_pct_95,bvp_kurtosis,bvp_perm_entropy,bvp_min,bvp_n_sign_changes
0,0.0386907259756609 +/- 0.006183948642816177,0.038438942509441874 +/- 0.003389478893211684,0.007805287452790577 +/- 0.005348382363862312,0.026395300041963866 +/- 0.0011015027065385307,0.009357952161141391 +/- 0.0027456714734294015,-0.0002517834662190688 +/- 0.0008842344735923272,0.009274024339068376 +/- 0.005625199273441445,-0.0016365925304238638 +/- 0.0007839505535992221,-0.008015107007973176 +/- 0.002369753739571233,0.0 +/- 0.0,0.025262274443978126 +/- 0.0018175751429045388,0.07654217373059166 +/- 0.006156550544722885,0.00889634913973979 +/- 0.0028756763237955153,0.050944187998321434 +/- 0.004234821925822189,0.0 +/- 0.0,0.02895509861519091 +/- 0.0028769007974825973,0.047796894670583255 +/- 0.004104962886347975,0.03604699958036085 +/- 0.003592512752970961,0.010197230381871569 +/- 0.0014901620566147434,0.06861099454469154 +/- 0.004767107681754148,0.03248006714225763 +/- 0.004777992556438186,0.009819555182542983 +/- 0.0034614503780614624
