,bvp_peaks,bvp_skewness,bvp_n_above_mean,bvp_rms,bvp_pct_5,bvp_sum,bvp_max,bvp_iqr_5_95,bvp_std,bvp_mean,bvp_energy,bvp_n_below_mean,bvp_lineintegral,bvp_iqr,bvp_entropy,bvp_ptp,bvp_svd_entropy,bvp_pct_95,bvp_kurtosis,bvp_perm_entropy,bvp_min,bvp_n_sign_changes
0,0.06863063795205196 +/- 0.004121686634045416,-0.009386428281186554 +/- 0.005765002317683399,0.05611540024380328 +/- 0.004743734585916192,0.0025599349857780783 +/- 0.00044697277529458517,0.0005282405526208733 +/- 0.0004083655270670724,0.0037383177570093017 +/- 0.0014169521149258674,0.03112555871596907 +/- 0.0025518599704360124,0.024095895977244985 +/- 0.0015317413104405343,0.009711499390491641 +/- 0.0011120627536289414,0.003413246647704127 +/- 0.0007962583479181506,0.011661926046322579 +/- 0.0009961520253661904,0.11519707436001618 +/- 0.004381117158238076,0.005566842746850842 +/- 0.001091078551978661,0.015481511580658225 +/- 0.004411912291864146,0.0 +/- 0.0,0.012312068264932908 +/- 0.0030841630083943174,0.017310036570499742 +/- 0.004608678383992776,-0.03291344981714754 +/- 0.0027197400293671715,-0.01438439658675339 +/- 0.003036414740718303,0.006338886631450591 +/- 0.0050693117184073865,0.018203982121088945 +/- 0.00228996388518577,-0.00605444941080866 +/- 0.003787680036202429
