,bvp_rms,bvp_lineintegral,bvp_pct_95,bvp_iqr_5_95,bvp_pct_5,bvp_peaks,bvp_std,bvp_n_sign_changes,bvp_kurtosis,bvp_entropy,bvp_ptp,bvp_mean,bvp_sum,bvp_min,bvp_max,bvp_skewness,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy,bvp_perm_entropy,bvp_energy,bvp_iqr
0,0.5117400419287212 +/- 0.007561714380239591,0.23807127882599585 +/- 0.008383228134058649,0.024905660377358495 +/- 0.002328460105142948,0.03903563941299794 +/- 0.003037735125648624,0.05220125786163523 +/- 0.004297438249796525,0.032955974842767334 +/- 0.003275811318176039,0.09731656184486377 +/- 0.006921287683511052,-0.018197064989517786 +/- 0.0022749953821803955,0.003354297693920383 +/- 0.001817986028400736,0.0 +/- 0.0,0.025073375262054554 +/- 0.004332273829128554,0.000628930817610085 +/- 0.0006825501298155261,0.000628930817610085 +/- 0.0006825501298155261,0.0672955974842768 +/- 0.0071161575780594784,-0.0024318658280921947 +/- 0.001991503913968611,0.010607966457023088 +/- 0.003815513626834379,0.01756813417190777 +/- 0.0033514138546570406,0.01756813417190777 +/- 0.0033514138546570406,0.013207547169811363 +/- 0.002606671872934083,-0.012368972746331197 +/- 0.004000843759485207,-0.012243186582809184 +/- 0.0032575135596737965,-0.05064989517819703 +/- 0.0035019896046660113
