,bvp_peaks,bvp_skewness,bvp_n_above_mean,bvp_rms,bvp_pct_5,bvp_sum,bvp_max,bvp_iqr_5_95,bvp_std,bvp_mean,bvp_energy,bvp_n_below_mean,bvp_lineintegral,bvp_iqr,bvp_entropy,bvp_ptp,bvp_svd_entropy,bvp_pct_95,bvp_kurtosis,bvp_perm_entropy,bvp_min,bvp_n_sign_changes
0,-0.013588442014837937 +/- 0.0075590468433744794,0.012456071846934808 +/- 0.0030469365364934695,-0.007926591175322106 +/- 0.0018730472401735998,0.01600937133932061 +/- 0.0009878258993107046,-0.011831315892229577 +/- 0.0026370627106447513,-0.0007809449433814786 +/- 0.0005522114651983958,0.013197969543147225 +/- 0.0027210076361084577,-0.01218274111675125 +/- 0.0019429684193088173,0.0069113627489262195 +/- 0.0014719310288926798,-3.904724716907171e-05 +/- 0.00011714174150721511,-0.00027333073018351306 +/- 0.0003049687495473078,-0.06403748535728229 +/- 0.006751900220925651,-0.017805544709098 +/- 0.003355337924082896,-0.01893791487700116 +/- 0.004731811080984209,0.0 +/- 0.0,-0.0016009371339320345 +/- 0.0014552631904399998,0.006208512299882879 +/- 0.0034194778147491538,0.008941819601718099 +/- 0.004074594742122974,-0.0018352206169464757 +/- 0.003970742192115171,0.036001561889886784 +/- 0.003977456174384025,0.00800468566966031 +/- 0.001453166268327082,-0.04154627098789534 +/- 0.0029850081770584074
