,bvp_n_below_mean,bvp_iqr,bvp_n_above_mean,hrv_pct_5,bvp_svd_entropy,bvp_std,hrv_min,bvp_pct_95,bvp_peaks,hrv_lineintegral,bvp_iqr_5_95,hrv_rms,scl_energy,bvp_lineintegral,bvp_pct_5,hrv_sum,bvp_energy,scr_sum,bvp_max,bvp_kurtosis,bvp_ptp,scl_sum,scl_mean,hrv_mean,bvp_skewness,bvp_rms,scr_rms,scr_iqr,bvp_n_sign_changes,bvp_perm_entropy,scl_pct_95,scl_rms,scr_iqr_5_95,scr_svd_entropy,bvp_min,scr_mean,hrv_pct_95,scr_lineintegral,scl_max,hrv_iqr_5_95,scl_pct_5,hrv_svd_entropy,hrv_energy,scr_std,hrv_iqr,scl_iqr,hrv_entropy,hrv_ptp,scl_n_below_mean,hrv_max,scl_iqr_5_95,scr_n_above_mean,hrv_std,scr_energy,scl_n_sign_changes,hrv_perm_entropy,scl_ptp,scr_kurtosis,hrv_skewness,scr_max,scl_svd_entropy,scl_skewness,scl_perm_entropy,scl_min,scr_ptp,scr_skewness,hrv_n_below_mean,hrv_kurtosis,scr_min,scr_pct_5,scr_entropy,bvp_sum,bvp_mean,scl_kurtosis,scr_n_below_mean,hrv_n_above_mean,scr_peaks,scl_peaks,hrv_n_sign_changes,scr_n_sign_changes,bvp_entropy,scr_perm_entropy,scl_n_above_mean,hrv_peaks,scr_pct_95,scl_lineintegral,scl_std,scl_entropy
0,0.045059880239520934 +/- 0.0031179440043789977,0.00044910179640716974 +/- 0.0012143293287828153,0.03395209580838321 +/- 0.0030391802492094615,0.004610778443113761 +/- 0.001191601721085781,0.009221556886227545 +/- 0.0014408634030558158,-0.0024850299401197873 +/- 0.0010963972109940456,-5.988023952097077e-05 +/- 0.001477720081347673,0.0012275449101796232 +/- 0.0015640668127675408,0.03835329341317365 +/- 0.002956198337244809,0.012964071856287418 +/- 0.0013918130897208928,0.0003892215568862101 +/- 0.0015032802647464716,0.0036526946107784176 +/- 0.0008552608896458425,0.0011976047904191489 +/- 0.0012271797324502646,0.0010778443113772297 +/- 0.0010976229209474944,-0.0016766467065868484 +/- 0.0011138368405831244,0.004550898203592812 +/- 0.0013641659580711997,-0.0005688622754491002 +/- 0.0006483954439433329,0.005389221556886215 +/- 0.001325505606058607,0.0036526946107784284 +/- 0.0015888022947810302,-0.0006287425149700931 +/- 0.0011396925934535635,0.0014371257485029764 +/- 0.0009543339790724062,-0.0020658682634730695 +/- 0.001469507927162633,-0.004820359281437136 +/- 0.0005089820359281281,0.004401197604790408 +/- 0.0016510557699355936,-0.0015868263473053923 +/- 0.001167664670658674,-0.002814371257485049 +/- 0.0012926367152648452,0.003293413173652682 +/- 0.0007807428030182678,0.000658682634730523 +/- 0.0012257179335604094,0.0017065868263472673 +/- 0.0012420639827958966,0.012095808383233509 +/- 0.002292717331625956,-0.0075149700598802546 +/- 0.0014071856287425253,0.004940119760479045 +/- 0.0008172062313746158,-0.0010479041916167885 +/- 0.0015044723983713825,-0.0014970059880239695 +/- 0.0007921411110971743,0.003952095808383205 +/- 0.0006393460031156559,0.0013772455089819946 +/- 0.0013200842925178756,-0.005808383233532943 +/- 0.001271662310275181,0.010958083832335309 +/- 0.0017209710015808307,-0.002095808383233555 +/- 0.0011361476623359455,0.006736526946107757 +/- 0.001021919051848886,-0.0016167664670658777 +/- 0.0015041744535425848,0.0011077844311376927 +/- 0.0014110025949638507,0.003502994011976035 +/- 0.000898702456275667,0.0010778443113772184 +/- 0.0008166575866458771,0.005209580838323335 +/- 0.0011138368405831376,0.010209580838323329 +/- 0.0011238517592289353,0.003532934131736498 +/- 0.0007898746082798061,0.00895209580838322 +/- 0.0009970554374458982,-0.0004790419161676884 +/- 0.0003053305097959549,-0.002574850299401199 +/- 0.0014308746281854396,0.004191616766467043 +/- 0.0013050595639343219,-0.00020958083832336438 +/- 0.0007091448672052156,0.010958083832335319 +/- 0.0014055921669826805,0.00625748502994008 +/- 0.0015811671768276435,5.988023952093746e-05 +/- 0.00032246495851107114,0.0011676646706586524 +/- 0.0007744022249327956,0.009161676646706574 +/- 0.0007235356870416048,0.00044910179640716974 +/- 0.0008599644680446156,0.0005089820359281294 +/- 0.0005995504309730919,0.002514970059880217 +/- 0.0013403011548263147,-0.0035329341317365424 +/- 0.0008861466219729817,0.001017964071856281 +/- 0.0004864693655470572,-0.00011976047904193044 +/- 0.0006017889593485534,0.005838323353293406 +/- 0.0010393146681263305,-0.0003592814371257691 +/- 0.0010943513103291544,-0.002395209580838331 +/- 0.0007455029699394559,0.00044910179640716974 +/- 0.00044910179640718454,0.0003293413173652615 +/- 0.0005262992763846412,-0.00014970059880242692 +/- 0.00024138496252391848,0.00038922155688619897 +/- 0.0005844078232318347,5.988023952093746e-05 +/- 0.0002610119127868787,-0.00023952095808386087 +/- 0.0002933520650039744,0.0001796407185628568 +/- 0.0003333990636425171,-0.0001796407185629012 +/- 0.0004676796213117866,-0.0006886227544910418 +/- 0.0005364213433284208,0.0005988023952095744 +/- 0.0005009940278647291,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,5.988023952094856e-05 +/- 0.00011976047904189714,0.0 +/- 0.0,-2.994011976050759e-05 +/- 0.00034005439196409964,0.000748502994011957 +/- 0.0005561130425451094,0.0003592814371257358 +/- 0.00047904191616768705,0.0042215568862275284 +/- 0.001170731424911194,-0.003383233532934149 +/- 0.0013325876098363855,0.0051796407185628725 +/- 0.0013982388537527788,0.0015868263473053702 +/- 0.0006833959407493028
