,bvp_rms,hrv_rms,hrv_mean,hrv_sum,hrv_pct_95,hrv_n_above_mean,hrv_pct_5,hrv_n_below_mean,bvp_std,hrv_ptp,hrv_iqr_5_95,hrv_lineintegral,hrv_max,hrv_entropy,bvp_lineintegral,scr_lineintegral,bvp_peaks,bvp_pct_95,scl_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_min,bvp_iqr_5_95,scl_pct_95,scl_energy,bvp_n_sign_changes,scl_lineintegral,scl_iqr_5_95,scr_rms,scl_std,bvp_pct_5,scl_ptp,bvp_perm_entropy,scr_std,scr_max,scr_ptp,bvp_skewness,bvp_svd_entropy,bvp_iqr,scl_perm_entropy,scr_peaks,scr_iqr,hrv_min,bvp_max,scl_max,bvp_kurtosis,hrv_skewness,scl_n_sign_changes,scl_min,hrv_svd_entropy,scr_energy,hrv_n_sign_changes,bvp_entropy,scr_min,hrv_kurtosis,scr_perm_entropy,bvp_energy,scl_n_above_mean,scl_peaks,scl_n_below_mean,scr_pct_5,scr_skewness,hrv_std,scr_n_above_mean,scr_n_below_mean,scl_skewness,scl_iqr,scl_rms,bvp_sum,bvp_mean,scr_n_sign_changes,scr_kurtosis,scl_pct_5,hrv_peaks,scr_pct_95,scr_sum,scr_mean,scr_iqr_5_95,scl_sum,scl_mean,hrv_perm_entropy,scl_kurtosis,scr_entropy,hrv_iqr,bvp_ptp,scr_svd_entropy,scl_svd_entropy,hrv_energy
0,0.30719058224626156 +/- 0.006793077956853226,0.10267260579064588 +/- 0.005800863672782152,0.27935093859370025 +/- 0.005206680220000414,0.27935093859370025 +/- 0.005206680220000414,0.045816099268215074 +/- 0.005159807426098269,0.1006045179764556 +/- 0.006922315623784859,0.05943366210626788 +/- 0.004682143719795648,0.16159720012726694 +/- 0.00984927122620419,0.08685968819599107 +/- 0.0072133528786220945,0.09430480432707605 +/- 0.004902668860135734,0.025771555838370996 +/- 0.0058942595873544765,0.12249443207126949 +/- 0.006292961025810304,0.21613108495068403 +/- 0.0047662489417147165,0.003786191536748318 +/- 0.0012682870778234023,0.03232580337257396 +/- 0.003773201929461939,0.0630607699650016 +/- 0.0035050434244786226,0.027998727330575866 +/- 0.005146055773249943,0.04988864142538975 +/- 0.0036131262021198555,0.009449570474069347 +/- 0.001465297987867579,0.028221444479796364 +/- 0.0037512727360449064,0.028189627744193434 +/- 0.003724597041466605,0.03884823417117404 +/- 0.002868627653970361,0.023735284759783648 +/- 0.0019363823168568894,-0.010881323576201085 +/- 0.0024513344300678736,-0.002036271078587326 +/- 0.002172875733880232,0.032739420935412024 +/- 0.002590476330809396,-0.0030225898822780818 +/- 0.0031824688792803572,-0.005440661788100543 +/- 0.0036622430966537075,-0.002863506204263455 +/- 0.003172114178966446,0.03754374801145399 +/- 0.0018166213711257044,0.004772510340439062 +/- 0.0016955663499171776,0.030162265351574912 +/- 0.002297864471558094,-0.0034680241807190535 +/- 0.0040080247903157016,0.04425707922367163 +/- 0.003980145184991557,-0.004740693604836132 +/- 0.0028756767557743144,-0.004581609926821528 +/- 0.0028214825679154197,0.00022271714922047491 +/- 0.0035687259607807744,0.018294622971683105 +/- 0.0035862697558242114,-0.014412981228125987 +/- 0.002856604260296248,-0.0013999363665287978 +/- 0.0010181355392936582,-0.000572701240852691 +/- 0.0012388114752740266,-0.0018453706649697809 +/- 0.002253379727601104,0.15084314349347755 +/- 0.005586442562096805,0.0006363347120585284 +/- 0.0012157157603908913,0.01998090995863825 +/- 0.0023241466583200287,0.0031498568246897786 +/- 0.0023615220507812204,-0.004740693604836144 +/- 0.002523169442304416,0.004931594018453689 +/- 0.0025102980970504955,-0.008622335348393273 +/- 0.002617687963356875,-0.0015590200445434355 +/- 0.002378606896794863,-0.0006681514476614692 +/- 0.0006434536562569742,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.00014228876726057736,-0.00015908367801464873 +/- 0.002063187125278202,0.0043270760419980795 +/- 0.0029028303475550823,0.003881641743557096 +/- 0.0022308047270707234,-0.0011772192173083117 +/- 0.0012077793761439421,0.0011772192173082896 +/- 0.0008660933877706834,-0.0011772192173083117 +/- 0.0012077793761439421,6.36334712058484e-05 +/- 0.00034267672969358283,0.0017499204581609916 +/- 0.0010086457196403207,0.17572383073496656 +/- 0.00549803870343251,6.363347120582618e-05 +/- 0.0004454342984409736,6.363347120582618e-05 +/- 0.0004454342984409736,-0.003913458479160059 +/- 0.0018390513543262424,0.000349984091632205 +/- 0.00017133836484676355,-0.003945275214762978 +/- 0.001977762681249763,-0.0002227171492204971 +/- 0.000740038393230214,-0.0002227171492204971 +/- 0.000740038393230214,-0.0004136175628380645 +/- 0.0012650903819325919,0.0027998727330575735 +/- 0.001255048229291515,0.019153674832962143 +/- 0.002319786972135969,0.008972319440025456 +/- 0.002384345401870217,0.0032453070314985787 +/- 0.0012388114752740506,0.008399618199172764 +/- 0.000714283942750353,0.008399618199172764 +/- 0.000714283942750353,0.00426344257079222 +/- 0.0012006339334465948,0.015685650652243067 +/- 0.0019460297401683666,0.015685650652243067 +/- 0.0019460297401683666,-0.001622653515749295 +/- 0.0012441116637618326,-2.2204460492503132e-17 +/- 0.001731017563949791,0.002608972319440006 +/- 0.0017122015968276975,-0.004645243398027366 +/- 0.0037678323494972823,0.0027044225262488064 +/- 0.0030459435729293335,0.02532612153992999 +/- 0.004349011422167813,0.02411708558701875 +/- 0.004883221137244573,0.02876232898504614 +/- 0.002241669100071098
