,bvp_iqr,hrv_pct_5,bvp_svd_entropy,hrv_min,scr_mean,hrv_lineintegral,bvp_pct_5,bvp_rms,scl_pct_95,bvp_n_below_mean,bvp_lineintegral,scl_pct_5,scr_lineintegral,bvp_std,scl_max,hrv_iqr,scl_energy,scr_energy,scl_mean,bvp_energy,bvp_ptp,scr_max,hrv_energy,scl_n_above_mean,scr_sum,bvp_n_sign_changes,scr_rms,scl_min,hrv_rms,hrv_mean,scl_lineintegral,scr_ptp,hrv_peaks,scr_n_above_mean,hrv_perm_entropy,bvp_kurtosis,scr_perm_entropy,hrv_max,hrv_skewness,hrv_n_below_mean,scr_n_below_mean,scl_n_sign_changes,scl_skewness,bvp_mean,scr_iqr,scr_entropy,scr_kurtosis,bvp_entropy,scr_peaks,scr_n_sign_changes,hrv_n_sign_changes,scl_peaks,hrv_pct_95,hrv_kurtosis,scr_iqr_5_95,scl_perm_entropy,scr_min,bvp_max,hrv_svd_entropy,scr_std,scr_pct_95,bvp_sum,bvp_iqr_5_95,scl_n_below_mean,hrv_n_above_mean,scl_kurtosis,scr_pct_5,scl_svd_entropy,bvp_skewness,scr_skewness,scr_svd_entropy,scl_rms,scl_iqr,scl_sum,bvp_min,scl_iqr_5_95,hrv_sum,scl_ptp,hrv_entropy,hrv_std,scl_std,bvp_perm_entropy,hrv_ptp,hrv_iqr_5_95,bvp_n_above_mean,bvp_peaks,bvp_pct_95,scl_entropy
0,-0.0070041388092963565 +/- 0.001585469544474852,-0.0019738936644380423 +/- 0.0008518999146933938,-0.0009232728430435877 +/- 0.001125157405098544,-0.0016555237185609361 +/- 0.0006335481930000773,-0.007481693728112027 +/- 0.0014326647564469836,-6.367398917539457e-05 +/- 0.0016469299148523066,-0.0023241006049028678 +/- 0.001216906389915097,0.0007004138809296623 +/- 0.0010539920634986702,-0.0011461318051575685 +/- 0.0010578317558635067,0.021267112384590937 +/- 0.0016032700811224592,0.0033110474371219724 +/- 0.0009572299508674123,0.0004775549188157036 +/- 0.0010291773241161827,-0.009137217446672997 +/- 0.0014799922698719424,0.002037567653613526 +/- 0.0010578317558634894,0.007768226679401502 +/- 0.0011229030301527158,-0.0005412289079910537 +/- 0.0008782626058028635,0.004520853231454958 +/- 0.000827761859280484,-0.0030881884750079357 +/- 0.0008782626058028222,0.004106972301814749 +/- 0.0012928328878858341,0.004297994269340999 +/- 0.000701137075630208,0.0007959248646927985 +/- 0.0014326647564469911,-0.004520853231454913 +/- 0.000583581750392342,-0.0014008277618592468 +/- 0.001048206153018421,-0.0002546959567016338 +/- 0.0004223654620000625,-0.0031836994587710723 +/- 0.0010267122251892361,-0.003820439350525273 +/- 0.0007398248989889893,-0.00719516077682264 +/- 0.0014393702076354502,0.007704552690226085 +/- 0.0012231373901495457,0.0002546959567017226 +/- 0.0008277618592804865,-0.0013371537726838412 +/- 0.0006006992124837195,-0.0010824578159821408 +/- 0.001008785706319971,-0.003820439350525273 +/- 0.0014658853146413717,-0.00044571792422791744 +/- 0.00021118273100000868,-0.0009232728430435988 +/- 0.0005596432929400521,-0.00031836994587706167 +/- 0.0005133561125946163,0.001368990767271583 +/- 0.0020288435487239697,-0.00044571792422791744 +/- 0.0002546959567016671,-0.004170646290990077 +/- 0.0006594178661957532,-0.00025469595670165603 +/- 0.00031193756673456144,-0.0005412289079910426 +/- 0.0001458954375980731,-0.0033747214262973223 +/- 0.0006857898512746892,-0.002929003502069383 +/- 0.00042236546200003573,-0.0028334925183062577 +/- 0.00043768631279423464,-9.551098376312517e-05 +/- 0.00020385623169157403,-0.0018465456860871864 +/- 0.00111928658588011,0.0 +/- 0.0,-0.0004457179242279063 +/- 0.0005365265694477207,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0022922636103151484 +/- 0.0013641697093682503,0.0004457179242280063 +/- 0.0003820439350525266,-0.004170646290990088 +/- 0.0004138809296402552,-0.002228589621139754 +/- 0.00047221894219011645,0.0 +/- 0.0,0.005635148042024885 +/- 0.0011831202913761163,0.001050620821394488 +/- 0.0008185265923070637,-0.008659662527857348 +/- 0.0007901734254053571,-0.012098057943330121 +/- 0.0008302072467625341,0.00022285896211402534 +/- 0.0002865329512894224,-0.004202483285577796 +/- 0.001119286585880094,-0.0010187838268067239 +/- 0.0005835817503923408,0.0003820439350525784 +/- 0.00044571792422796184,-9.551098376310296e-05 +/- 0.0005879078418535473,-0.00019102196752622812 +/- 0.0004547232364560837,-0.0021967526265520344 +/- 0.0009385165853539339,0.0016555237185610027 +/- 0.0010917814835709777,-0.0002865329512893533 +/- 0.0007726622794977156,-0.009678446354664083 +/- 0.0009986874970619667,0.004807386182744377 +/- 0.0009055372590466578,-0.01165234001910217 +/- 0.001038491335899432,0.002451448583253768 +/- 0.00047329095024891744,-0.0020694046482011676 +/- 0.0012268608002545653,-0.0012098057943329631 +/- 0.0007640878701050698,-0.0013371537726838301 +/- 0.0005289158779317483,-0.008341292581980242 +/- 0.0008028984535446477,0.0015600127347978553 +/- 0.0010112945032962999,-0.0005093919134033454 +/- 0.0007004138809296371,-0.011079274116523364 +/- 0.000547744365937133,0.0056033110474371425 +/- 0.0013371537726838576,0.0011779687997453547 +/- 0.0011658601352181226,0.001591849729385597 +/- 0.0007927347722374093,0.018242597898758383 +/- 0.0018837710528477637,0.004743712193568972 +/- 0.0016073741561750186,0.0021649156319643813 +/- 0.001590575739802189,-0.0014645017510346524 +/- 0.0011047024242532742
