,hrv_svd_entropy,bvp_peaks,scl_iqr,hrv_min,scr_pct_95,bvp_iqr,bvp_skewness,bvp_max,scr_lineintegral,scl_mean,hrv_iqr,scl_perm_entropy,hrv_energy,scr_max,scl_sum,scl_iqr_5_95,scr_n_above_mean,scl_skewness,hrv_rms,bvp_iqr_5_95,hrv_entropy,hrv_std,scl_n_above_mean,hrv_skewness,scl_lineintegral,scr_kurtosis,scr_svd_entropy,scl_std,scr_iqr_5_95,scr_energy,scr_perm_entropy,bvp_entropy,scl_n_sign_changes,hrv_n_above_mean,hrv_kurtosis,hrv_n_sign_changes,hrv_n_below_mean,hrv_mean,scl_peaks,bvp_mean,scr_min,bvp_rms,bvp_std,bvp_sum,bvp_n_above_mean,scr_rms,scr_std,scr_n_sign_changes,scr_peaks,scr_mean,scr_ptp,scr_sum,scr_n_below_mean,scr_skewness,scr_entropy,scl_kurtosis,hrv_peaks,hrv_pct_95,bvp_pct_95,scr_iqr,bvp_ptp,bvp_min,scl_n_below_mean,bvp_kurtosis,scr_pct_5,hrv_iqr_5_95,scl_ptp,scl_entropy,hrv_ptp,scl_energy,bvp_energy,bvp_lineintegral,hrv_perm_entropy,bvp_pct_5,bvp_n_sign_changes,scl_svd_entropy,scl_max,scl_min,scl_rms,hrv_pct_5,scl_pct_95,scl_pct_5,hrv_lineintegral,hrv_sum,bvp_svd_entropy,hrv_max,bvp_perm_entropy,bvp_n_below_mean
0,0.04816937281120663 +/- 0.004888922724389923,0.014199299586119074 +/- 0.004214525499744758,-0.005444126074498545 +/- 0.0011069938650565805,-0.0029290035020693938 +/- 0.0005477443659371252,0.0 +/- 0.0,-0.017255651066539302 +/- 0.0030991642212385593,0.0148042024832856 +/- 0.0019378768282117956,0.022413244189748504 +/- 0.0023747922571119412,-0.009869468322190367 +/- 0.00397388953241132,0.031263928685132135 +/- 0.0018277873408987203,0.0030245144858325633 +/- 0.0010389792341344004,-0.0012098057943329744 +/- 0.0006493498266275409,0.0250557147405285 +/- 0.0034848059346643755,0.0020694046482012452 +/- 0.0008453306620408585,0.01757402101241644 +/- 0.0018824254058063708,0.0 +/- 0.0,0.0 +/- 0.0,0.0030881884750079804 +/- 0.0009766228366875343,-0.0007004138809295956 +/- 0.00031193756673456144,0.0014963387456224386 +/- 0.00035020694046483165,0.0 +/- 0.0,0.01009232728430438 +/- 0.00237841740791082,-9.551098376312517e-05 +/- 0.0001458954375980731,0.00044571792422797295 +/- 0.0004547232364560977,0.00012734797835083355 +/- 0.0001559687833672705,0.0002865329512893977 +/- 0.0003003496062418668,-0.005189430117796867 +/- 0.0010563935067199658,0.0 +/- 0.0,-6.367398917541677e-05 +/- 0.00012734797835083355,0.0 +/- 0.0,9.551098376314737e-05 +/- 0.00037804336475765594,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.003915950334288476 +/- 0.0008782626058028492,0.0 +/- 0.0,0.0004457179242279508 +/- 0.0002917908751961922,-0.0008277618592804403 +/- 0.00029179087519618006,0.0 +/- 0.0,-0.00012734797835083355 +/- 0.00021118273100000868,0.0 +/- 0.0,-6.367398917540567e-05 +/- 0.0004457179242279349,0.0009551098376313516 +/- 0.000986433198652008,0.00012734797835083355 +/- 0.0001559687833672705,0.004361668258516427 +/- 0.0004942430657835214,-0.0043935052531040904 +/- 0.0006173422295340667,0.0030881884750079804 +/- 0.0007804935162133724,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.007672715695638299 +/- 0.0009055372590466557,-0.0005093919134033342 +/- 0.00021118273100000868,0.0 +/- 0.0,0.0 +/- 0.0,0.0002865329512894199 +/- 0.00036159874853871363,0.0 +/- 0.0,0.0 +/- 0.0,0.017382999044890178 +/- 0.0020838036513153124,0.03355619229544733 +/- 0.0029770569188311983,-0.0031200254695956664 +/- 0.0005289158779317404,0.012416427889207294 +/- 0.0016358144003393942,0.0 +/- 0.0,-0.0015600127347978221 +/- 0.0021614013463857073,-0.0011461318051575575 +/- 0.00045472323645608993,0.001146131805157602 +/- 0.0008326454524433081,0.0 +/- 0.0,0.008946195479146778 +/- 0.0018643000282658189,0.0018147086914995446 +/- 0.0006835692630876703,-0.01066539318688312 +/- 0.0010583107378920522,0.0 +/- 0.0,0.007418019738936676 +/- 0.001174521919496755,0.0 +/- 0.0,-0.004552690226042632 +/- 0.0012334524436682737,-0.0064629099013053136 +/- 0.0021548260119729577,0.019834447628143903 +/- 0.0029526130670771357,0.01547277936962752 +/- 0.0020145548576321454,-0.0010506208213944212 +/- 0.0014026355155626125,-0.00012734797835081135 +/- 0.0014393702076354238,0.0014326647564470107 +/- 0.0015806675055468201,0.01082457815982174 +/- 0.0011390349455586471,0.02413244189748489 +/- 0.0025541128456073397,0.052881248010187856 +/- 0.0027292680254884195,-0.0007640878701050235 +/- 0.0004973097533210196,-0.01827443489334605 +/- 0.005455564205894153,0.013403374721426331 +/- 0.002375859052124229,0.03553008595988542 +/- 0.002698455281810518,0.08347659980897805 +/- 0.005539637058261696
