,scl_pct_5,scl_mean,scl_iqr,scl_skewness,scl_rms,scl_n_below_mean,scr_lineintegral,scr_ptp,scl_n_above_mean,scr_pct_5,scl_kurtosis,scl_perm_entropy,scr_energy,scl_svd_entropy,scr_perm_entropy,scr_iqr_5_95,scl_peaks,scr_peaks,scr_entropy,scr_min,scr_std,scl_max,scr_n_sign_changes,scl_sum,scl_std,scl_entropy,scr_mean,scr_pct_95,scl_energy,scr_n_above_mean,scr_iqr,scl_min,scl_pct_95,scr_n_below_mean,scr_rms,scr_max,scr_svd_entropy,scl_iqr_5_95,scr_skewness,scr_kurtosis,scl_ptp,scr_sum,scl_n_sign_changes,scl_lineintegral
0,0.011329170383586041 +/- 0.0035370077057960206,0.01983348201010997 +/- 0.0022174282708893474,-0.0005055010407374882 +/- 0.0020774354415353576,0.0002676181980374004 +/- 0.001587155057399042,0.018525126375260114 +/- 0.002502190839894293,-0.0032114183764496594 +/- 0.0013934432963258903,0.004638715432649365 +/- 0.002225984807875453,-0.0006244424620874822 +/- 0.0014715245949044043,-0.003538507285162118 +/- 0.0008137931717754507,0.000446030330062408 +/- 0.0015292763450043074,0.0015759738328872564 +/- 0.001528119554865266,-0.0022896223609872647 +/- 0.0014448445570331727,8.920606601243719e-05 +/- 0.00143255301462337,-0.0026761819803747034 +/- 0.0024771532084042294,-0.0028545941123997 +/- 0.0011608219622921882,0.0006244424620873601 +/- 0.001319459276380238,0.0 +/- 0.0,0.0 +/- 0.0,-0.0011596788581624052 +/- 0.0007338068795273859,-0.0013083556348498782 +/- 0.001129943502824877,-0.00472792149866198 +/- 0.0018921127885736695,0.005768658935474224 +/- 0.0024273959716870023,-0.0011596788581624163 +/- 0.0005393504950108874,0.006303895331549158 +/- 0.002072108402043953,-0.00291406482307468 +/- 0.0018890728723483154,-0.0019922688076123183 +/- 0.002314969506292244,0.00446030330062438 +/- 0.002599080985240812,-0.011418376449598634 +/- 0.0018097084810827185,0.002200416294974672 +/- 0.0031361990778317685,0.0030924769550995544 +/- 0.001493887206313467,0.006006541778174191 +/- 0.0020114819536470705,0.00594707106749921 +/- 0.0033298287669745745,0.002616711269699623 +/- 0.0024657047209786487,0.0026761819803746145 +/- 0.0010470899114873027,-0.009604519774011343 +/- 0.002064627456061845,0.010318168302111153 +/- 0.0014929991329923774,-0.009545049063336364 +/- 0.0024858828199258724,-0.0006839131727624625 +/- 0.0022725672083598624,-0.0005649717514124908 +/- 0.001025330933664381,-0.005144216473386931 +/- 0.002330197228482308,-0.005501040737436858 +/- 0.002506427655413197,-0.004311626523937029 +/- 0.0015234836107581992,0.020844484091584858 +/- 0.000555502280471897,-0.0015165031222123758 +/- 0.0022388570305181214
