,scr_svd_entropy,scl_mean,scl_svd_entropy,scr_std,scr_lineintegral,scl_entropy,scl_max,scl_std,scr_sum,scr_mean,scr_entropy,scr_n_sign_changes,scl_ptp,scl_skewness,scl_kurtosis,scl_n_sign_changes,scr_rms,scl_min,scr_skewness,scr_perm_entropy,scr_kurtosis,scl_rms,scl_perm_entropy,scl_n_below_mean,scl_n_above_mean,scr_n_below_mean,scr_n_above_mean,scl_iqr_5_95,scr_peaks,scl_pct_95,scr_energy,scr_iqr_5_95,scl_peaks,scl_lineintegral,scr_pct_95,scr_pct_5,scr_min,scl_iqr,scr_iqr,scl_energy,scl_pct_5,scl_sum,scr_max,scr_ptp
0,0.036572280178837534 +/- 0.008076396337359423,0.07213114754098358 +/- 0.005706945245732874,0.027123695976154983 +/- 0.0072177935583500755,0.12023845007451564 +/- 0.0058106153922420295,0.1246795827123696 +/- 0.00622522831608277,-0.010432190760059624 +/- 0.003215762494011611,0.08461997019374065 +/- 0.0065769252047880025,0.05117734724292098 +/- 0.004987630204222343,0.10929955290611026 +/- 0.005196984364075036,0.10929955290611026 +/- 0.005196984364075036,-0.0026825633383010584 +/- 0.0026324175458503365,-0.0036661698956781284 +/- 0.001885348983710095,0.05535022354694484 +/- 0.0054538939126964866,-0.0037257824143070327 +/- 0.0024370148820910334,0.0031892697466467724 +/- 0.0034323819781290964,-0.00029806259314457684 +/- 0.0001885113359265904,-0.024202682563338317 +/- 0.003769755410733196,-0.0029210134128167197 +/- 0.004168189831633578,-0.0026825633383010363 +/- 0.0013916682599020946,-0.0008345752608047707 +/- 0.0012202378235743095,-0.0008047690014903353 +/- 0.0006259314456035765,0.020357675111773464 +/- 0.005028431671750024,-0.012399403874813753 +/- 0.002957285664336796,-8.941877794337305e-05 +/- 0.0002995491988411757,-8.941877794337305e-05 +/- 0.0002995491988411757,-0.00014903129657228842 +/- 0.00014903129657228842,-0.00014903129657228842 +/- 0.00014903129657228842,-0.03180327868852462 +/- 0.005351946054846804,-0.025931445603576752 +/- 0.004919387430289777,0.01055141579731742 +/- 0.004471336296297866,-0.02983606557377052 +/- 0.0047098605660986425,-0.015946348733234007 +/- 0.0034919149072607835,0.012280178837555856 +/- 0.003790906252300374,-0.02777943368107303 +/- 0.004969339027449743,-0.01588673621460508 +/- 0.0037490776952800176,0.007570789865871808 +/- 0.002840835185083471,5.9612518628915365e-05 +/- 0.0003722800595170637,0.018926974664679574 +/- 0.004962988317539988,-0.02017883755588673 +/- 0.004510603980958195,0.0028315946348733134 +/- 0.004132764418438748,0.03883755588673621 +/- 0.003126248942522172,-0.008226527570789866 +/- 0.003687312570895274,-0.030104321907600606 +/- 0.005103750770313932,-0.030044709388971712 +/- 0.005068466536870338
