,scl_pct_5,scl_mean,scl_iqr,scl_skewness,scl_rms,scl_n_below_mean,scr_lineintegral,scr_ptp,scl_n_above_mean,scr_pct_5,scl_kurtosis,scl_perm_entropy,scr_energy,scl_svd_entropy,scr_perm_entropy,scr_iqr_5_95,scl_peaks,scr_peaks,scr_entropy,scr_min,scr_std,scl_max,scr_n_sign_changes,scl_sum,scl_std,scl_entropy,scr_mean,scr_pct_95,scl_energy,scr_n_above_mean,scr_iqr,scl_min,scl_pct_95,scr_n_below_mean,scr_rms,scr_max,scr_svd_entropy,scl_iqr_5_95,scr_skewness,scr_kurtosis,scl_ptp,scr_sum,scl_n_sign_changes,scl_lineintegral
0,0.013131618759455399 +/- 0.0018314972405956468,0.024296520423600632 +/- 0.0019281687099975567,-0.007624810892586953 +/- 0.001170292260563625,0.0018456883509833765 +/- 0.0008711757972095679,-0.01228441754916787 +/- 0.002021578588622068,-0.00039334341906198665 +/- 0.0008124491123810558,-0.018850226928895576 +/- 0.0032561287355190073,0.002178517397882018 +/- 0.0013449991389345285,-0.0004841149773070708 +/- 0.0006656580937972349,-0.0022390317700453077 +/- 0.0012342558580557285,-0.0032375189107412216 +/- 0.0008455787360049777,0.0014826021180030402 +/- 0.0007708162906418834,-0.0031770045385778435 +/- 0.001514371407714632,0.00968229954614227 +/- 0.0014191878244548715,-0.002299546142208686 +/- 0.000879022030035346,-0.00444780635400901 +/- 0.0017384063445958686,0.0 +/- 0.0,0.0 +/- 0.0,-0.0010590015128592368 +/- 0.0006663454022857601,-0.0008169440242057014 +/- 0.000590596710921081,-0.0019667170953100665 +/- 0.0012566753196547572,0.03349470499243575 +/- 0.002760045853429635,0.0001512859304084735 +/- 0.00020297137465958957,0.0198487140695916 +/- 0.0015964787846623762,-0.0033585476550680006 +/- 0.001086313045144715,0.0013615733736762835 +/- 0.0020036106664015996,-0.009773071104387276 +/- 0.0016685404755173825,-0.008502269288956098 +/- 0.0011276638519566963,-0.0033888048411497063 +/- 0.0016726505247909433,-0.0006051437216338384 +/- 0.0010481396717511705,-0.014251134644477992 +/- 0.0015921721170254614,0.004780635400907762 +/- 0.0013449991389345285,0.019909228441754967 +/- 0.0026509163223975073,-0.0004841149773070708 +/- 0.0008893760034310734,-0.010680786686838107 +/- 0.0010130510767190925,0.005627836611195214 +/- 0.0008685446350624789,0.0018456883509833765 +/- 0.0008169440242057569,-0.0016641452344931195 +/- 0.0009102335223292504,0.002813918305597607 +/- 0.0011080080740454301,0.0007261724659606839 +/- 0.0014711341338751246,0.002602118003025744 +/- 0.000879022030035346,-0.01213313161875943 +/- 0.0014026416927684095,0.004145234493192174 +/- 0.0005748865355521993,-0.014493192133131539 +/- 0.001243493046174567
