,scl_pct_95,scl_lineintegral,scl_energy,scl_svd_entropy,scr_rms,scl_max,scl_ptp,scl_mean,scr_ptp,scr_std,scr_lineintegral,scr_perm_entropy,scr_svd_entropy,scr_sum,scl_entropy,scr_mean,scl_skewness,scr_pct_5,scl_kurtosis,scr_n_sign_changes,scl_peaks,scr_peaks,scl_perm_entropy,scl_n_below_mean,scr_entropy,scr_n_above_mean,scr_min,scr_max,scl_iqr,scr_energy,scl_n_above_mean,scr_skewness,scl_sum,scr_n_below_mean,scr_kurtosis,scl_n_sign_changes,scr_iqr,scl_pct_5,scr_pct_95,scl_iqr_5_95,scr_iqr_5_95,scl_rms,scl_min,scl_std
0,0.021563601409804477 +/- 0.0047330768490138125,0.015988465235501393 +/- 0.0015791376520796832,-0.007369432874078863 +/- 0.002796943651752027,0.06334508170458182 +/- 0.004483567010707976,0.00522268503684713 +/- 0.0013896346326306612,-0.02185197052226854 +/- 0.005266435324909786,0.04232617750720916 +/- 0.0025084245467542174,-0.02697853252162774 +/- 0.0031777190049900577,0.005446972124319082 +/- 0.0012655185939206314,0.0007689842999038299 +/- 0.000644016380719034,0.0697532842037808 +/- 0.004932755238646558,0.009195770586350483 +/- 0.0019280597735764696,0.014418455623197657 +/- 0.0034120293526367584,0.003909003524511345 +/- 0.0007555159322365605,0.02576097404677984 +/- 0.004106252955745148,0.0033002242870874277 +/- 0.0009510299314101658,0.009131688561358486 +/- 0.0022982587427656815,-0.006183915411727048 +/- 0.0013445777160113685,0.001922460749759647 +/- 0.0021445947492062223,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.006280038449215019 +/- 0.0014766701213460853,-0.003524511374559491 +/- 0.0007445658467556771,0.0 +/- 0.0,0.001762255687279668 +/- 0.0008137407945658639,0.0002883691124639265 +/- 0.0003345179913140043,0.0014098045498237345 +/- 0.003807896063247842,0.0016981736622876942 +/- 0.004430589685120435,0.0023389939122075874 +/- 0.0006087792374239164,0.0002563280999679063 +/- 0.0005873214604237023,0.0031400192246074598 +/- 0.0019896411017315072,0.07186799102851646 +/- 0.004524594862851904,-0.00173021467478377 +/- 0.0005586541420750429,0.002403075937199561 +/- 0.002670191175905238,0.03264979173341873 +/- 0.0011413978295774763,-0.009420057673822535 +/- 0.0020922560355417738,-0.0020506247997437053 +/- 0.0028159657215917743,0.020410124959948695 +/- 0.002718958862361637,-0.007177186799102886 +/- 0.0005767382249279024,0.0028516501121435 +/- 0.00041653316244794926,0.005863505286767023 +/- 0.0025231152992771576,0.011662928548542072 +/- 0.004990998392469258,0.00451778276193524 +/- 0.0018037126491557136
