,scl_pct_95,scl_lineintegral,scl_energy,scl_svd_entropy,scr_rms,scl_max,scl_ptp,scl_mean,scr_ptp,scr_std,scr_lineintegral,scr_perm_entropy,scr_svd_entropy,scr_sum,scl_entropy,scr_mean,scl_skewness,scr_pct_5,scl_kurtosis,scr_n_sign_changes,scl_peaks,scr_peaks,scl_perm_entropy,scl_n_below_mean,scr_entropy,scr_n_above_mean,scr_min,scr_max,scl_iqr,scr_energy,scl_n_above_mean,scr_skewness,scl_sum,scr_n_below_mean,scr_kurtosis,scl_n_sign_changes,scr_iqr,scl_pct_5,scr_pct_95,scl_iqr_5_95,scr_iqr_5_95,scl_rms,scl_min,scl_std
0,0.044441132637854 +/- 0.002716951306282441,0.025722801788375625 +/- 0.001472622274460303,0.05725782414307009 +/- 0.0030027494890949194,0.05877794336810738 +/- 0.006918391711201121,5.9612518628970876e-05 +/- 0.0015590696668401826,0.07207153502235478 +/- 0.006033540830464375,0.027540983606557424 +/- 0.0027194026176946785,-0.00751117734724287 +/- 0.0011832747088691084,0.0025931445603577185 +/- 0.0010500098333119897,-0.00026825633383005255 +/- 0.0011654971562454284,0.012995529061102873 +/- 0.004705614514900955,-0.0017883755588673055 +/- 0.0013593745753789944,0.028077496274217628 +/- 0.0038189251572094073,-0.001669150521609475 +/- 0.0008761215175379294,0.027183308494783964 +/- 0.0024133868828610573,0.00017883755588677942 +/- 0.0006822964615355895,-0.010074515648286075 +/- 0.003119848371536103,-0.005454545454545412 +/- 0.0012436748760074532,0.0009538002980626458 +/- 0.0007153502235469474,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0034575260804768472 +/- 0.0008556006017530308,-0.002116244411326329 +/- 0.0009278320367376115,-0.0009836065573769926 +/- 0.0002995491988411757,5.961251862894868e-05 +/- 0.00034759772845573107,-0.00011922503725776412 +/- 0.0007078594388696168,0.003666169895678151 +/- 0.0026527570789865716,-0.001400894187779378 +/- 0.0021204383203376875,0.0026825633383011026 +/- 0.0011996787956779715,0.00011922503725786404 +/- 0.0005840810116919565,0.0009836065573771036 +/- 0.0007184483334243769,0.06005961251862896 +/- 0.0017341506059956769,0.00029806259314459906 +/- 0.00042152416166112307,0.029478390461997062 +/- 0.0026440352946223576,0.0 +/- 0.0,0.0071535022354695 +/- 0.0021034013429958027,0.047004470938897217 +/- 0.0032896443427700723,0.00026825633383013023 +/- 0.0015684437695288054,0.05272727272727275 +/- 0.0024047205307338323,-0.00026825633383005255 +/- 0.0009182069627868564,0.08482861400894194 +/- 0.0016281967551413081,0.02324888226527575 +/- 0.0034554698649631945,0.006169895678092452 +/- 0.001372706878052982
